,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA3B3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA3B3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA3B3C3_rep4,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA3B3C3_rep5,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA3B3C3_rep1,6803_deltaKaiA1B1C1_rep2
137,11.46361111111111,180.6888143523819,171.60736793517017,185.81615196851027,174.33811901161855,181.65428951534344,183.8084883892534,170.84195498624746,192.8773913006323,185.14343902970697,164.74517782764133,165.9326749751303,167.95865087378402,166.45987893651204,204.12834191171203,176.39502163671156,187.33925461046005,171.69243125586232,165.01853166282532,169.46322376677648,172.95543467935272,172.18369637114847,169.69642295886467,184.8402282882002,170.77254510931488,162.9424327831845,170.48574758016915,172.13231884417777,167.14828121244628,172.83560440999005,164.442538021681,169.2233707115124,169.09078491347051,178.60307739032768,181.4377093426299,176.75568629945943,181.08254440308764,189.03229504304238,173.41029056898262,165.7219493977642,176.41512254377682,189.11675271126094,189.2403451113441,174.0377739680363,189.5148100975266
138,11.549722222222222,180.7972132393661,171.74571883178183,185.93843543758794,174.47273650205082,181.79330527403653,183.9396587111851,170.9554697968277,192.9924508444174,185.2406770559302,164.87396037678363,166.04286940251643,168.08257461679452,166.57915964175808,204.25552263151866,176.50173720677296,187.4303571406364,171.7978468881434,165.14719012957644,169.57124751429964,173.08858853442533,172.29999503241513,169.81272828657197,184.94234714565562,170.87873634794255,163.07231265306126,170.61046861522564,172.25756091855854,167.2794844056096,172.9494924901933,164.54668527220056,169.3256513632827,169.20222849760026,178.72365844084527,181.5620567337768,176.8691890291092,181.19356086245023,189.126491830947,173.5241153754294,165.84224631787794,176.5256972487123,189.23854253013255,189.36119543326657,174.14411219919523,189.60515903081048
139,11.633055555555556,180.90610227781028,171.88416859329826,186.0608013189233,174.60740143359448,181.932298260749,184.0708279383072,171.06906021985154,193.10769735227632,185.33841397330934,165.0028514820973,166.1531904642659,168.20656719409396,166.69848712555938,204.3828381846279,176.60855164113315,187.52159530681024,171.9037559938012,165.27592362213568,169.67939209255104,173.22168485090774,172.41630469612514,169.92902717287024,185.04455601388224,170.98544171552277,163.202284840448,170.73525381525315,172.38302898671643,167.41088092967942,173.06341570114407,164.65093197035662,169.42843647186345,169.31378304489033,178.84427458926297,181.68650723518385,176.9827520180822,181.30459782681544,189.2207935914075,173.63809740105694,165.96259857474573,176.636334774568,189.36059877721934,189.48219421536137,174.2505817748746,189.69557579464512
140,11.716388888888888,181.01547880028286,172.0227167090501,186.18324968630245,174.74211395317454,182.07126941985203,184.20199639598388,171.18272626026103,193.2231302469782,185.43664711218338,165.13185057380238,166.2636379633748,168.33062843288985,166.81786139574928,204.51028805343685,176.71546482773095,187.6129689306189,172.0101558197889,165.40473176367982,169.78765766435853,173.35472422377734,172.53262557625115,170.04531992385154,185.14685467127327,171.09265832415207,163.33234885877488,170.86010313651576,172.5087225872039,167.54246979540068,173.17737474105542,164.75527794584255,169.53172323355986,169.4254483636155,178.96492584529486,181.81106071333545,177.09637523729978,181.41565538832094,189.31520053438908,173.7522359494325,166.08300601727174,176.74703531513694,189.48291995072492,189.60334066104264,174.3571820965312,189.7860606772574
141,11.799722222222222,181.1253401466683,172.16136267034796,186.3057806140149,174.87687420793347,182.21021969352506,184.3331644096772,171.2964679236074,193.33874895247652,185.53537381009193,165.26095708415488,166.37421170375188,168.45475816149752,166.937282460965,204.63787172192076,176.82247665526302,187.7044778339851,172.11704362060223,165.53361417901823,169.8960443919936,173.4877072473247,172.64895788702626,170.16160684565097,185.24924289744635,171.20038329376013,163.4625042233037,170.98501653604865,172.63464125894714,167.6742500164932,173.2913703064487,164.8597230293507,169.63550885219865,169.5372242630436,179.0856122195543,181.93571703517912,177.2100586584907,181.52673363965934,189.40971286911088,173.86653032605196,166.20346849533686,176.8577990639746,189.60550455287733,189.7246339761814,174.46391256777505,189.8766139661137
142,11.883055555555556,181.23568366416688,172.3001059704827,186.42839417685343,175.01168234523104,182.34915002175606,184.46433230494694,171.4102852160509,193.4545528939092,185.63459141177515,165.39017044744662,166.48491149021837,168.57895620933996,167.05675033064767,204.76558867563293,176.92958701318383,187.79612183911684,172.22441665827924,165.66257049459296,170.00455243717127,173.62063451515374,172.76530184294404,170.27788824444656,185.35172047324335,171.30861375210952,163.59275045112776,171.10999397165813,172.76078454124627,167.80622060965166,173.40540309215345,164.96426705257244,169.73979053912794,169.6491105534357,179.2063337235537,182.06047606812552,177.3238022541911,181.6378326740781,189.50433080404582,173.98097983833975,166.32398585979857,176.9686262143992,189.72835108992888,189.84607336910574,174.57077259436952,189.96723594791973
143,11.966388888888888,181.34650670729502,172.43894610472506,186.5510904501142,175.14653851264453,182.4880613423413,184.5955004074506,171.52417814436095,193.5705414975986,185.73429726917374,165.51949010000536,166.5957371285081,168.70322240694802,167.17626501504225,204.8934384017048,177.03679579170577,187.88790076850742,172.33227220240047,165.7916003384786,170.11318196105003,173.7535066201816,172.88165765875863,170.3941644264594,185.45428718073043,171.4173468347958,163.72308706117184,171.2350354019216,172.88715197377525,167.93838059454555,173.5194737913075,165.0689098481981,169.84456551321728,169.76110704604596,179.32709036970485,182.18533768004846,177.43760599774444,181.74895258537964,189.59905454692083,174.0955837956489,166.44455796249105,177.07951695949157,189.85145807215613,189.96765805060062,174.6777615842311,190.05792690862066
144,12.049722222222222,181.45780663788503,172.57788257032595,186.67386950959667,175.2814428579685,182.62695459088548,184.72666904294348,171.63814671591606,193.68671419105155,185.83448874142903,165.6489154801947,166.7066884252675,168.82755658596017,167.29582652519753,205.021420388846,177.14410288179897,187.97981444493553,172.44060753008895,165.9207033403824,170.221933124232,173.88632415463877,172.9980255494845,170.51043569795362,185.55694280319813,171.52657968524764,163.85351357419236,171.36014078618763,173.01374309658186,168.0707289938193,173.63358309535693,165.173651249917,169.94983100085773,169.8732135531217,179.44788217131855,182.31030173928494,177.55146986330158,181.8600934679212,189.69388430471653,174.210341509261,166.5651846562251,177.19047149209516,189.97482401386006,190.08938723390807,174.7848789474296,190.14868713340104
145,12.133055555555556,181.56958082508518,172.71691486651628,186.7967314316037,175.41639552921504,182.76583070080164,184.85783853727867,171.75219093870388,193.80307040295924,185.9351631948829,165.77844602841418,166.81776518805552,168.95195857912273,167.41543487296622,205.1495341273442,177.25150817519147,188.07186269146513,172.54941992601005,166.0498791316442,170.3308060867628,174.01908771006893,173.1144057303967,170.62670236523633,185.65968712516124,171.6363094547266,163.98402951277725,171.4853100845758,173.1405574500877,168.2032648330921,173.74773169405603,165.27849109241734,170.0555842359617,169.9854298879034,179.5687091426049,182.43536811463497,177.66539382582073,181.9712554166149,189.78882028366755,174.32525229238624,166.68586579478833,177.30149000481603,190.0984474333659,190.21126013472698,174.89212409618818,190.23951690668488
146,12.216388888888888,181.68182664535973,172.85604249450702,186.91967629294143,175.55139667461356,182.9046906033113,184.989009216407,171.8663108213211,193.91960956319733,186.03631800307775,165.90808118709919,166.9289672253437,169.07642822028978,167.53509007100487,205.27777910906522,177.3590115643691,188.16404533144546,172.65870668237167,166.17912734523645,170.43980100813158,174.1517978773291,173.23079841703077,170.7429647346576,185.76251993235894,171.74653330232724,164.114634401346,171.61054325797681,173.26759457508825,168.33598714095814,173.8619202754674,165.38342921138647,170.16182245996316,170.09775586462465,179.68957129867314,182.56053667536182,177.77937786106747,182.08243852692783,189.8838626892623,174.44031546016336,166.80660123294481,177.41257269002296,190.22232685302313,190.33327597121328,174.99949644488314,190.33041651213554
147,12.299722222222222,181.79454148248894,172.9952649574892,187.04270417091936,175.68644644261084,183.0435352274443,185.12018140637704,171.98050637297354,194.0363311028259,186.13795054675666,166.03782040072105,167.04029434651613,169.2009653444231,167.65479213277388,205.40615482745304,177.46661294257555,188.2563621885112,172.76846509892408,166.3084476157642,170.54891804727106,174.2844552465895,173.34720382518265,170.85922311261055,185.8654410117546,171.8572483949772,164.24532776614967,171.73584026805253,173.39485401275283,168.46889494898633,173.97614952596183,165.48846544351062,170.26854292181739,170.21019129851226,179.81046865553176,182.68580729119182,177.8934219456148,182.19364289488192,189.97901172624313,174.55553032965972,166.92739082643544,177.52371973984725,190.3464607992057,190.45543396397989,175.10699541004408,190.42138623265586
148,12.385833333333332,181.90772272756902,173.13458176063398,187.16581514335036,175.82154498187117,183.18236550003888,185.2513554333352,172.09477760347622,194.15323445408947,186.24005821386314,166.16766311578695,167.15174636186953,169.32556978759226,167.77454107253755,205.53466077752967,177.57431220381238,188.34881308658223,172.87869248296005,166.4378395794652,170.65815736255743,174.4170604073337,173.4636221709088,170.97547780553137,185.96845015153602,171.9684519074371,164.37610913527078,171.8612010772359,173.5223353046246,168.60198729172052,174.0904201302184,165.593599626475,170.3757428780012,170.32273600578614,179.93140123008837,182.81117983231448,178.007526056843,182.30486861705398,190.07426759860618,174.6708962198712,167.04823443197768,177.6349313461829,190.4708478023117,190.5777333360966,175.21462041035392,190.51242635038807
149,12.469166666666666,182.0213677790121,173.27399241109245,187.28900928855057,175.95669244127615,183.3211823457417,185.38253162352555,172.2091245232531,194.270319050417,186.34263839954139,166.29760878083997,167.26332308261306,169.45024138697454,167.894336905364,205.6632964558953,177.68210924283892,188.4413978498638,172.98938614931475,166.56730287420964,170.76751911181051,174.54961394835857,173.58005367052615,171.09172911989916,186.07154714111522,172.08014102230052,164.50697803862354,171.98662564873095,173.65003799262055,168.7352632066794,174.2047327712244,165.69883159896378,170.48341959251286,170.43538980365935,180.05236904014984,182.93665416938248,178.12169017293974,182.41611579057576,190.16963050960152,174.78641245172233,167.16913190726572,177.74620770068654,190.59548639676365,190.70017331309026,175.32237086664873,190.60353714671376
150,12.5525,182.1354740425464,173.41349641799582,187.41228668533958,176.0918889699248,183.45998668700778,185.51371030329003,172.3235471433374,194.38758432642183,186.4456885061361,166.42765684645906,167.37502432086853,169.574979980855,168.01417964712527,205.7920613607283,177.79000395517244,188.53411630284646,173.1005434203658,166.69683713950047,170.87700345229362,174.68211645777413,173.69649854061214,171.20797736223605,186.17473177112856,172.19231292999405,164.6379340079536,172.11211394651284,173.77796161903152,168.86872173435654,174.31908813027542,165.80416120066022,170.591570336872,170.5481525103381,180.1733721044222,183.06223017351152,178.23591427290012,182.52738451313388,190.2651006617331,174.90207834806617,167.29008311097036,177.8575489947774,190.72037512100835,190.82275312294468,175.4302462019179,190.69471890225398
151,12.635833333333332,182.250038931216,173.55309329245537,187.53564741304018,176.2271347171336,183.59877944410056,185.64489179906823,172.43804547537138,194.50502971790178,186.54920594319256,166.5578067652591,167.4868498896703,169.69978540862652,168.1340693144972,205.92095499178504,177.89799623708794,188.62696827030612,173.21216162603324,166.8264420164732,170.9866105407136,174.8145685230038,173.81295699800464,171.32422283910728,186.27800383343674,172.30496482877732,164.76897657683816,172.23766593532784,173.90610572652224,169.00236191822034,174.43348688697526,165.9095882722464,170.70019239011975,170.66102394502175,180.29441044251067,183.18790771628056,178.35019833652652,182.6386748829698,190.36067825675866,175.01789323368436,167.41108790273913,177.96895541963738,190.84551251751685,190.9454719961006,175.53824584130413,190.78597189686923
152,12.719166666666666,182.365059865381,173.69278254756244,187.65909155147864,176.36242983243628,183.7375615350918,185.77607643739765,172.5526195316064,194.62265466183905,186.65318812745667,166.68805799189082,167.59879960296536,169.8246575107896,168.25400592495953,206.0499768504001,178.00608598561834,188.71995357730395,173.3242381037796,166.95611714789595,171.09634053322085,174.94697073078422,173.92942925980202,171.44046585712093,186.38136312112474,172.4180939247429,164.90010528068606,172.3632815806933,174.0344698581312,169.13618280471408,174.54792971923592,166.01511265540353,170.8092830388187,170.7740039279028,180.41548407491965,183.31368666973165,178.46454234442876,182.74998699887993,190.45636349568989,175.13385643528713,167.53214614319617,178.08042716621097,190.9708971327846,191.0683291654557,175.6463692121033,190.87729640965932
153,12.8025,182.48053427271748,173.83256369838844,187.78261918098445,176.49777446558414,183.87633387586177,185.9072645449134,172.66726932490297,194.74045859640037,186.75763248287484,166.81840998304085,167.71087327561315,169.94959612895258,168.37398949679584,206.17912643948614,178.11427309855435,188.8130720491865,173.43677019860982,167.08586217816944,171.20619358540932,175.07932366716528,174.04591554336315,171.55670672292825,186.48480942850182,172.53169743181638,165.0313196567376,172.48896084889768,174.16305355727079,169.27018344325592,174.6624173032778,166.12073419281165,170.91883957705284,170.88709228016697,180.53659302305277,183.43956690636998,178.57894627802398,182.8613209602156,190.55215657879228,175.2499672815133,167.65325769394232,178.19196442520533,191.09652751733128,191.19132386636477,175.75461574376462,190.96869271896358
154,12.885833333333332,182.5964595882175,173.97243626198474,187.90623038239056,176.63316876654577,184.01509738009906,186.0384564483485,172.7819948687307,194.85844096093678,186.86253644059406,166.94886219743174,167.82307072338574,170.0746011058315,168.49402004909362,206.30840326353393,178.22255747444456,188.90632351158558,173.5497552630713,167.21567675332705,171.31616985231648,175.21162791751024,174.1624160663073,171.67294574322338,186.58834255110162,172.6457725717564,165.16261924406467,172.61470370700056,174.29185636772723,169.4043628862388,174.7769503136294,166.22645272814995,171.02885930642765,171.000288823993,180.65773730921282,183.56554829916388,178.69341011953668,182.97267686688295,190.64805770558527,175.3662251029303,167.7744224175551,178.30356738709023,191.22240222570096,191.3144553366394,175.86298486789048,191.0601611023607
155,12.969166666666666,182.712833254189,174.1123997573829,188.0299252370331,176.76861288550722,184.1538529593006,186.16965247453362,172.89679617716823,194.97660119598382,186.9678974389619,167.0794140958219,167.93539176296775,170.19967228525027,168.6140976017442,206.43780682861242,178.33093901259537,188.9997077904184,173.6631906572538,167.34556052103466,171.42626948842334,175.34388406649555,174.2789310465143,171.78918322474354,186.69196228568202,172.76031657415453,165.29400358357069,172.74051012283266,174.4208778336606,169.53872018903064,174.89152942312754,166.33226810609642,171.13933953606997,171.11359338255284,180.7789169566018,183.69163072154478,178.80793385199877,183.084054819343,190.7440670748421,175.482629232034,167.89564017758858,178.41523624209808,191.348519816462,191.43772281654824,175.97147601823656,191.1517018366688
156,13.0525,182.82965272025606,174.2524537055944,188.1537038267517,176.90410697287192,184.2926015227718,186.30085295039729,173.0116732649034,195.09493874326142,187.07371292352656,167.21006514100563,168.0478362119564,170.3248095121404,168.73422217544274,206.56733664236864,178.439417613071,189.09322471188736,173.77707374878963,167.4755131305909,171.53649264765448,175.47609269811093,174.3954607021244,171.90541947426894,186.79566843022528,172.87532667643538,165.42547221799063,172.86638006499572,174.5501174996048,169.67325440997413,175.00615530291725,166.4381801723282,171.25027758262814,171.22700578001164,180.90013198932087,183.81781404740732,178.9225174592495,183.1954549186118,190.84018488458986,175.599179003249,168.0169108385736,178.5269711802239,191.47487885220698,191.56112554881693,176.08008863071188,191.24331519794532
157,13.135833333333332,182.94691544335856,174.39259762961095,188.27756623388925,177.0396511792607,184.43134397762643,186.4320582029657,173.1266261472332,195.213453045674,187.17998034703666,167.34081479781312,168.16040388886142,170.45001263254127,168.85439379168832,206.69699221402774,178.54799317669355,189.18687410248032,173.89140191285347,167.60553423292694,171.64683948337796,175.60825439565946,174.51200525153843,172.0216547986228,186.89946078393788,172.99080012385656,165.55702469189106,172.99231350286266,174.67957491046758,169.80796461038685,175.12082862245182,166.54418877352126,171.361670770272,171.34052584152764,181.02138243237044,183.94409815110924,179.0371609259355,183.30687726626016,190.93641133210963,175.71587375292845,168.13823426601772,178.63877239122542,191.60147789955295,191.68466277862797,176.18882214337864,191.3350014614873
158,13.221944444444444,183.06461888775246,174.53283105440414,188.40151254129196,177.17524565551173,184.57008122878662,186.56326855936285,173.24165484006355,195.33214354731035,187.28669716944154,167.4716625331105,168.27309461310517,170.57528149359993,168.97461247278383,206.826773054393,178.65666560504297,189.28065578897036,174.00617253216245,167.73562348060656,171.75731014840545,175.74036974175738,174.62856491341753,172.1378895046713,187.0033391472507,173.10673416950866,165.68866055167,173.11831040657748,174.80924961153053,169.94284985456125,175.23555004949284,166.65029375735065,171.47351643069274,171.45415339325223,181.14266831165008,184.07048290747142,179.15186423751072,183.4183219644138,191.0327466139362,175.83271281935401,168.25961032640504,178.75064006462287,191.7283155291411,191.80833375362096,176.2976759964523,191.42676090183102
159,13.305277777777777,183.18276052500968,174.67315350692573,188.52554283230947,177.3108905526807,184.70881417898295,186.6944843468106,173.35675935990963,195.45100969344372,187.39386085789107,167.6026078157997,168.38590820502253,170.70061594357122,169.09487824183608,206.9566786758458,178.76543480045703,189.37456959841595,174.1213829969762,167.86578052782616,171.86790479499214,175.87243931833433,174.74513990668348,172.25412389932373,187.1073033218189,173.2231260743153,165.82037934555711,173.24437074705529,174.9391411484491,170.07790920976464,175.35032025011012,166.75649497249034,171.585811903103,171.56788826232994,181.26398965395853,184.19696819177784,179.26662738023657,183.52978911575337,191.12919092585838,175.94969554273598,168.38103888719635,178.86257438969926,191.85539031563707,191.9321377238924,176.40664963230162,191.51859379275228
160,13.38861111111111,183.30133783401806,174.8135645161075,188.64965719079464,177.44658602204063,184.84754372875432,186.82570589262843,173.47193972389573,195.57005093053178,187.50146888673564,167.73365011681864,168.49884448586093,170.82601583181778,169.2151911227557,207.0867085923457,178.8743006660313,189.4686153581608,174.23703070509669,167.99600503041475,171.9786235748367,176.00446370663315,174.86173045051842,172.37035828953233,187.21135311052188,173.33997310703305,165.95218062361354,173.37049449598226,175.06924906725257,170.2131417462392,175.46513988868165,166.86279226861333,171.69855453423696,171.6817302768985,181.38534648699377,184.32355387977572,179.38145034118176,183.64127882351443,191.2257444629187,176.06682126521324,168.50251981682916,178.9745755555001,191.98270083773073,192.05607394199572,176.5157424954486,191.61050040726622
161,13.471944444444444,183.42034830098146,174.95406361286132,188.77385570110377,177.58233221508192,184.9862707764481,186.95693352423365,173.58719594975514,195.6892667062166,187.60951873752623,167.864788909141,168.6119032777804,170.9514810088099,169.3355511402572,207.21686231943033,178.98326310561924,189.56279289583404,174.35311306186838,168.12629664583395,172.0894666390814,176.13644348720993,174.97833676436503,172.48659298229234,187.31548831746346,173.45727254425154,166.08406393773205,173.49668162581577,175.1995729143441,170.3485465372019,175.58000962789376,166.9691854963916,171.8117416783501,171.79567926608874,181.50673883935292,184.4502398476753,179.49633310822236,183.75279119148732,191.3224074194137,176.18408933085317,168.62405298471762,179.08664375083364,192.1102456781363,192.18014166294142,176.6249540325685,191.70248101762746
162,13.555277777777777,183.5397894194197,175.09465033007902,188.89813844809646,177.7181292835124,185.12499621822,187.08816756914132,173.70252805583033,195.80865646932477,187.71800789901442,167.99602366777648,168.7250844038536,171.0770113261257,169.45595831985892,207.34713937421543,179.09232202383214,189.65710203934998,174.46962748017822,168.256655033178,172.20043413831203,176.26837923993412,175.09495906792645,172.602828284642,187.41970874797173,173.57502167039337,166.2160288416369,173.62293210978422,175.33011223650058,170.48412265884468,175.69493012874096,167.075674507496,171.92537069721945,171.90973506002464,181.62816674053232,184.57702597215004,179.6112756700418,183.86432632401738,191.4191799888937,176.30149908565187,168.7456382612525,179.1987791642707,192.23802342359227,192.3043401441969,176.73428369248984,191.79453589532994
163,13.63861111111111,183.65965869016856,175.23532420263263,189.0225055171356,177.85397737925734,185.2637209480341,187.21940835496432,173.8179360610729,195.92821966986725,187.82693386715238,168.12735386977062,168.8383876880656,171.20260663645104,169.57641268788313,207.4775392753949,179.2014773260391,189.7515426169084,174.5865713804555,168.3870798531737,172.31152622255797,176.4002715439884,175.2115975811663,172.71906450366262,187.52401420859903,173.69321777771412,166.34807489088388,173.74924592188714,175.46086658087293,170.61986919033424,175.8099020505261,167.1822591545965,172.03943896014346,172.02389748982338,181.74963022092754,184.7039121303365,179.72627801613095,183.9758843260048,191.51606236416285,176.41904987753387,168.86727551780132,179.31098198414472,192.3660326648615,192.42866864568654,176.8437309261944,191.88666531110712
164,13.721944444444444,183.7799536213798,175.3760847673741,189.14695699408756,177.98987665445932,185.4024458576629,187.35065620941322,173.9334199850435,196.04795575903938,187.93629414509275,168.25877899420482,168.95181295531415,171.32826679357953,169.69691427145594,207.60806154324075,179.31072891836715,189.84611445699431,174.70394219067202,168.51757076818058,172.42274304129202,176.5321209778687,175.32825252430868,172.83530194647844,187.62840450712207,173.81185816630241,166.4802016428604,173.87562303689518,175.59183549498573,170.75578521381226,175.92492605086014,167.288939291362,172.15394384394202,172.13816638759522,181.87112931183327,184.83089819983442,179.841340136788,184.08746530290472,191.61305473727933,176.53674105635235,168.9889646267082,179.4232523985518,192.49427199673113,192.5531264297917,176.95329518681723,191.97886953493185
165,13.805277777777777,183.9006717285212,175.51693156313556,189.2714929653219,178.12582726147838,185.54117183668734,187.4819114602964,174.04897984791197,196.167864189221,188.04608624318882,168.3902985221964,169.06536003140954,171.45399165241253,169.81746309850726,207.73870569960312,179.420076707701,189.94081738837804,174.821737346342,168.64812744219066,172.53408474343067,176.66392811938425,175.44492411783816,172.9515409202568,187.73287945254188,173.93094014407987,166.61240865678536,174.00206343035006,175.72301852673752,170.89186981439514,176.04000278566244,167.39571477246034,172.2688827329564,172.25254158644358,181.99266404544343,184.9579840587066,179.95646202311846,184.19906936072704,191.71015729955502,176.65457197388915,169.11070546129395,179.5355905953507,192.62274001801256,192.67771276135068,177.06297592964668,192.07114883601628
166,13.88861111111111,184.02181053437639,175.65786413072908,189.3961135177116,178.26182935289197,185.67989977249667,187.61317443552,174.16461567045715,196.2879444139764,188.1563076789945,168.52191193689856,169.17902874307464,171.5797810689591,169.938059197771,207.86947126791023,179.52952060168334,190.03565124011527,174.93995429052208,168.7787495408286,172.6455514773338,176.79569354565757,175.56161258249978,173.06778173220798,187.83743885508375,174.05046102680106,166.74469549370926,174.12856707856463,175.85441522440064,171.02812208017423,176.15513290916053,167.5025854535584,172.38425301904945,172.3670229204651,182.11423445485116,185.08516958547904,180.07164366703532,184.31069660603666,191.80737024155576,176.7725419838545,169.232497895856,179.6479967621628,192.75143533154161,192.8024269076588,177.17277261212425,192.1635034828121
167,13.971944444444444,184.1433675690451,175.79888201294688,189.52081873863293,178.39788308149488,185.81863055028856,187.74444546308786,174.28032747406706,196.4081958880542,188.2669559772641,168.65361872350041,169.29281891794486,171.70563490033618,170.05870259878475,208.00035777316847,179.63906050871466,190.130615841547,175.05859047381136,168.90943673135175,172.757143390805,176.92741783312448,175.6783181392991,173.18402468958527,187.94208252619734,174.17041813805358,166.87706171651408,174.25513395862288,175.9860251366213,171.16454110221574,176.27031707389014,167.60955119132197,172.50005210160532,172.48161022474946,182.23584057404872,185.21245465914086,180.1868850612588,184.42234714595335,191.90469375310124,176.89065044188735,169.35434180566853,179.760471086372,192.8803565441783,192.9272681384683,177.28268469384483,192.2559337430104
168,14.058055555555557,184.26534036994298,175.9399847545612,189.64560871596555,178.53398860029935,185.95736505306905,187.8757248711017,174.39611528073883,196.52861806738755,188.37802866995267,168.78541836922696,169.40673038456816,171.83155300476832,170.17939333189014,208.13136474196233,179.74869633795328,190.22571102229955,175.17764335435143,169.04018868264998,172.8688606310912,177.059101557534,175.7950410095021,173.30027009968504,188.04681027855656,174.29080880925807,167.00950688991338,174.38176404837984,176.11784781241948,171.3011259745607,176.38555593069538,167.71661184341588,172.61627738752972,172.59630333537956,182.35748243792762,185.33983915914436,180.3021861993166,184.53402108815177,192.00212802326502,177.0088967055552,169.47623706698232,179.87301375512502,193.00950226680706,193.0522357259884,177.39271163655647,192.34843988354163
169,14.141388888888889,184.38772648180162,176.08117190232434,189.77048353809244,178.67014606253503,186.09610416165262,188.00701298776096,174.51197911307867,196.649210409094,188.48952329621574,168.91731036333906,169.52076297240512,171.95753524158795,170.3001314282326,208.26249170245444,179.85842799931532,190.32093661228447,175.2971103978262,169.17100506524577,172.98070334488304,177.19074529394848,175.91178141463527,173.41651826984653,188.15162192605965,174.4116303796681,167.14203058045234,174.50845732646167,176.24988280118913,171.43787579422505,176.50085012872847,167.82376726850393,172.73292629124973,172.71110208943145,182.47916008227853,185.4673229654049,180.41754707554372,184.64571854086145,192.09967324037447,177.12728013435412,169.59818355702484,179.98562495533108,193.13887111433652,193.17732894488532,177.50285290416056,192.44102217057565
170,14.22472222222222,184.51052345666864,176.22244300496865,189.89544329389992,178.8063556216489,186.23484875466212,188.13831014136275,174.62791899430187,196.76997237147552,188.60143740240946,169.04929419713346,169.63491651182886,172.08358147123516,170.4209169197613,208.39373818438548,179.9682554034748,190.4162924416988,175.41698907746215,169.30188555129428,173.0926716783146,177.3223496167435,176.0285395764856,173.53276950745217,188.25651728382917,174.53288019637031,167.27463235650757,174.63521377226567,176.38212965269796,171.57478966119953,176.61620031544996,167.93101732624888,172.84999623471384,172.8260063249743,182.60087354379135,185.594905958301,180.53296768508258,184.75743961286682,192.19732959201093,177.24580008970878,169.7201811540002,180.0983048736621,193.26846170569974,193.3025470722822,177.6131079627117,192.5336808695218
171,14.308055555555557,184.6337288539076,176.36379761320657,190.02048807277765,178.94261743130545,186.3735997085288,188.26961666030212,174.74393494823292,196.89090341401848,188.7137685420905,169.18136936394282,169.74919083412507,172.20969155525785,170.5417498392295,208.52510371907437,180.0781784618636,190.51177834102475,175.53727687402807,169.43282981458324,173.20476577696354,177.453915099608,176.14531571710046,173.64902411992725,188.361496168212,174.65455561428428,167.4073117882873,174.76203336596024,176.51458791708748,171.7118666784498,176.73160713662867,168.03836187731247,172.96748464739215,172.94101588107043,182.72262286005514,185.72258801867437,180.6484480238829,184.8691844135072,192.29509726500956,177.36445593497237,169.8422297370892,180.21105369655254,193.398272663854,193.4278893877592,177.72347628041774,192.6264162450288
172,14.391388888888889,184.75734024019803,176.50523527973053,190.14561796461865,179.07893164538643,186.51235789749222,188.40093287307172,174.86002699930535,197.01200299739372,188.8265142760161,169.3135353591357,169.86358577149198,172.33586535631164,170.6626302201942,208.65658783941805,180.18819708667135,190.60739414102989,175.65797127583534,169.56383753053296,173.31698578585107,177.58544231554413,176.2621100587878,173.76528241474017,188.4665583967793,174.77665399616262,167.5400684478313,174.8889160884848,176.64725714487315,171.84910595191636,176.84707123634158,168.14580078335544,173.08538896627599,173.0561305977753,182.84440806955817,185.85036902782983,180.76398808870186,184.98095305267682,192.39297644545937,177.4832470354267,169.9643291864493,180.32387161019963,193.52830261578092,193.55335517335342,177.83395732763984,192.7192285609847
