,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA3B3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA3B3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA3B3C3_rep4,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA3B3C3_rep5,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA3B3C3_rep1,6803_deltaKaiA1B1C1_rep2
254,21.246944444444445,-0.3563413076558668,1.0897823719832327,-0.31366648420189547,1.4871968078494673,1.1477836491683826,1.3832086995361523,1.6277974931192047,-0.6264522591553123,-0.24191536141992806,1.0375181340559902,-0.15721608286215122,1.4945674804925104,1.6510090004418925,1.462468290607342,1.5942504220276077,-0.5536956359649219,-0.23249714390156048,1.0574485416258472,0.11296421355181713,1.0709893994303756,1.6573454913555525,1.3973912576459602,1.525773246028443,-0.3027556885180793,1.1178305947916147,1.5496814617388475,1.2894478575620276,2.3172955583516415,1.7450330481818772,1.5734908885232612,-0.2986681498099379,-0.14524892341254986,1.374056480415354,1.0999653494873516,1.7049294400259147,1.4579537763969812,-0.5668808950874843,1.1190180088896304,0.06022258015797521,1.5819326069286253,-0.08711637766720585,1.450638891000559,1.657990434446857,-0.554888668472625
255,21.330277777777777,-0.29838553177022553,1.1042703537837406,-0.3093903893655879,1.4945901975106675,1.1679580026374994,1.38951675450845,1.6278763359876436,-0.6290678589150871,-0.18677064714374814,1.0566342659918018,-0.15286278732316286,1.4983072891777813,1.6500089917261898,1.5132915440295216,1.60057905062244,-0.5532578821352832,-0.17702106961982286,1.078985167113661,0.1253008262568429,1.0996585012178994,1.6642331662159942,1.402133571945109,1.5247530479462728,-0.23721835935727043,1.1374276467014375,1.5565767325728774,1.2985296262499424,2.3643282416558637,1.748736798792414,1.5838529904948273,-0.24198499404432636,-0.1325768138903759,1.3880784485614446,1.1187932968891507,1.7155881384570264,1.4609698408473388,-0.5617409028743817,1.1345167807067713,0.05544868047427516,1.5963790776549218,-0.02276657403273432,1.5064747834394532,1.6610610022637609,-0.5457045760370487
256,21.41361111111111,-0.24305913428843712,1.0801054359086102,-0.3046087416879196,1.5051175440179092,1.1966600819266298,1.3907873314256465,1.636674829231925,-0.6260112673711693,-0.12306300281437878,1.0696943119187328,-0.143219409848662,1.5117908257274566,1.6603557998704708,1.560229483162459,1.6034166924875006,-0.5501369343568474,-0.11076926871440496,1.0954795126982892,0.13490144051757885,1.1285205184356886,1.6650831312388572,1.4108463740889114,1.5280602917943724,-0.1765122334600137,1.1543765533402188,1.5564076654724142,1.2978366057039707,2.4150625180171,1.7513356348779476,1.588328660523573,-0.1773310511510247,-0.12400011672363792,1.3910580438320284,1.1297305244393934,1.7219844492931766,1.4695508752369708,-0.5529252465968932,1.146726291703882,0.05783037412497466,1.6065417722823787,0.036064266567225764,1.531838231952104,1.6406552447650857,-0.5420166962558755
257,21.496944444444445,-0.17676030008968885,1.0944878983505266,-0.2981216735940988,1.5091786751190623,1.2196891979871471,1.397420093533875,1.6385928969488444,-0.6250820452787229,-0.06259059763725937,1.0776986044355479,-0.12968585974872987,1.5148181338807674,1.6560493233912377,1.626082441757922,1.621163371395682,-0.5449326475066574,-0.05113986683277465,1.1107317650037478,0.13976595833372846,1.148574936109777,1.6604951421058802,1.4209293529747251,1.5288950565474124,-0.1118353354674299,1.172877587902293,1.564374214339506,1.2969692138188937,2.4818990301191,1.7508290553144432,1.5911179525350212,-0.11170439368342878,-0.11571875588883915,1.3997951517570937,1.1415771116980975,1.728918307554742,1.4682967227833625,-0.5562340492959408,1.1638470136342436,0.06376769842443568,1.6064205246714276,0.09857717709679933,1.5487297468875412,1.6387735096391238,-0.5404252287476055
258,21.583055555555557,-0.1064872213691381,1.1066180191221173,-0.26692931801267306,1.5191734183445984,1.2422446639620326,1.4076147039815035,1.637030462626088,-0.6158797545773398,-0.0025516080183991415,1.092647474105121,-0.11706204724601244,1.516789256269191,1.6560894600011271,1.6670507519895543,1.625619110362038,-0.5438448767470755,0.018669002835160854,1.1255421090214393,0.15549428226145642,1.172221239952928,1.6650689542383246,1.421582197456897,1.5250574199557527,-0.04378569785364003,1.181731021750445,1.5810763323050936,1.2965278681156511,2.536038417670749,1.7496165606696175,1.5904209194557164,-0.04510310171637495,-0.10413265635563096,1.4140896569674397,1.1527331377621417,1.7371896474547295,1.4634072261491102,-0.5468674332663132,1.1740794163225574,0.06646068971035307,1.6144151689198694,0.1491731864958028,1.5689498361378227,1.6398161424209097,-0.5311303723701507
259,21.66638888888889,-0.04003809763791471,1.1302960742559538,-0.2656318083755302,1.5301016010075865,1.2673257951858774,1.4057708258191357,1.6265874491422347,-0.616203958391041,0.05785578243562319,1.0989412494544366,-0.10294788347572345,1.5167042344164516,1.6600761066089125,1.7105347444528813,1.6275839316437821,-0.537473477525785,0.08525919955705487,1.1439107281101555,0.16648631541338582,1.1978589163646256,1.6710043227969757,1.4238045963467671,1.5221474585454442,0.024838639074234163,1.19893712441591,1.5903139717290147,1.298512985741336,2.572081317406072,1.7508976532029394,1.5918376132132226,0.021674737153855587,-0.0910417440868132,1.4131414431946707,1.1661986812652687,1.7391984023987808,1.4602822274419176,-0.5456255200566689,1.1920239676649458,0.07110938334375962,1.6337255393628718,0.19925331967973975,1.5840990051380404,1.6367834864922133,-0.5197323252208366
260,21.74972222222222,0.025788864276878015,1.1483223378045477,-0.24962927861789908,1.5379630502036972,1.2897319091848813,1.4060881219996102,1.6284637787667533,-0.6114542210282792,0.13403338291765798,1.1107802569745902,-0.08794328048564218,1.524163108738521,1.6624091593195038,1.7555347481653052,1.6342578567402892,-0.5324183055757857,0.14743257505812093,1.1580378039960786,0.1789419614586027,1.2192874524310786,1.6739010026821406,1.4191962384126653,1.513765247618228,0.08463962717607035,1.2090961635983741,1.5902870841999983,1.2983249834691992,2.6210283630842337,1.750071836865628,1.5937680847361246,0.08563102780953916,-0.08344594603833502,1.4215503932712,1.182773820378081,1.7429445049851702,1.451721568214599,-0.541108430469535,1.209081133628951,0.07311381370902129,1.6371514705729702,0.28341859753980525,1.573977756866316,1.6330758830815437,-0.506631284636403
261,21.833055555555557,0.0955954502321664,1.1630970818403552,-0.2367218631783457,1.5415575928112006,1.3186623256768544,1.4029662553779993,1.6304593731600048,-0.611430107981937,0.20118299541998616,1.1207648211207866,-0.0860481512361131,1.5221659185436156,1.6634885134339465,1.7976510905661074,1.6376409063930946,-0.5256792169153983,0.21019097352113247,1.170723516772779,0.1924611246226508,1.242906335925221,1.6683587485336484,1.416356812379911,1.512310861251537,0.15301921047874703,1.215608405165976,1.5877956205356676,1.2993642776986474,2.6772801854895354,1.7493386173006544,1.589412383954028,0.14796766761150723,-0.07474519015929036,1.4203163891302484,1.193258632808044,1.7388278870048057,1.451925089465076,-0.5355162845613075,1.2234513782535394,0.07887401421384001,1.631692797360069,0.3286700369428819,1.5465865918438018,1.6310936712641506,-0.5080274471929997
262,21.91638888888889,0.1631834387689032,1.1776205764557743,-0.22650969699877846,1.5490850554909663,1.341716366571215,1.4130048887116127,1.625174153373242,-0.6077311859293257,0.2617064147343171,1.1318952643123399,-0.07966240960004861,1.5243127020322,1.658714063449422,1.835484097516448,1.6293331005858938,-0.5210560678482621,0.2785362315864222,1.1739680449012146,0.20244370968753606,1.256715055306712,1.666377314730851,1.415886006930816,1.5045843722984944,0.22257932517614157,1.2326741131553023,1.5874395307825409,1.2930312844552425,2.72663741243142,1.7416975018427419,1.58797055979756,0.21228654639914868,-0.05633940539192611,1.423839311805843,1.1968531957994837,1.7372484794412284,1.4560926316363805,-0.5260492016422491,1.2345351636490958,0.08079001728925309,1.6321493547714407,0.38180865073154324,1.5531260081346807,1.6238371879620224,-0.5017210087061907
263,21.99972222222222,0.23275460111207008,1.195093089763147,-0.2199929155244443,1.546945264686466,1.3674933559689921,1.4100036846599924,1.6204080398486091,-0.6007570227321878,0.33140542845179244,1.1501719069326763,-0.0709859703629261,1.5248034962969867,1.6562857030592493,1.8676340932993651,1.628734458544543,-0.5091487149633356,0.34147017835188476,1.187771565209733,0.22128962199172386,1.2767130997219311,1.670156455392624,1.4129835107046813,1.5039858523879124,0.2917218996291324,1.2422935497713934,1.5812187642160291,1.2955264193907037,2.7123006687444695,1.730747999518364,1.5820426601983677,0.27358954649041,-0.050828521671634125,1.425119041432821,1.2039575861335905,1.734606212470613,1.4584240346166517,-0.5179073002764922,1.2507329499974273,0.08506185438963232,1.6431209780917246,0.42483544772405124,1.5485965013461693,1.6145067679438851,-0.49211216423095316
264,22.083055555555557,0.2971107011706756,1.211314887894755,-0.21417165470392927,1.5465380466237688,1.3839926201628239,1.4111623057849167,1.6123609524191425,-0.602507187436695,0.39888181696298197,1.1673950673293312,-0.06261874922278801,1.5230383373229344,1.665203325152883,1.9113014006197768,1.6276449987370585,-0.5113570151348956,0.4083946353729738,1.1975342528940716,0.23259876743013969,1.295299959003987,1.6702959243773647,1.4124490122978002,1.4963153719242934,0.36244885436559676,1.2512669753877388,1.5755332693404376,1.2926500977829063,2.7106705762884022,1.723689621045746,1.5684287320891195,0.3472785426817946,-0.04181246992695595,1.4295554572468256,1.2043718801284151,1.7303010154617655,1.4567191377391389,-0.508490698282039,1.2624451955517626,0.08648955599268479,1.6458075028429282,0.4809514327143568,1.538598564628514,1.6081027438252034,-0.4872011080616755
265,22.16638888888889,0.3654534955377569,1.226486235002826,-0.20784605098916,1.5428632273115446,1.3964134876369574,1.4080804145503996,1.6110328103087697,-0.5991812502734489,0.46673735345788536,1.169765061813949,-0.05736066279024365,1.5162172599872477,1.6612668218159137,1.954886340604478,1.6138647388736194,-0.5170808255225376,0.4737114166627032,1.211456281517355,0.23457105245416962,1.3146751236727099,1.6609954752829923,1.4010822002634549,1.4957730000878326,0.4343621020804118,1.2673946485462795,1.5711829938889657,1.289802734535881,2.701747753948078,1.7145218788348648,1.564728821403503,0.41555540224835985,-0.03209118207958045,1.430748437584308,1.2170961536388702,1.7251328169761253,1.4599777797822007,-0.5047995127307588,1.2694723566367512,0.0918731515994526,1.6566087647844268,0.5447576064720998,1.5131326886749914,1.6042254460681822,-0.47498803373216103
266,22.24972222222222,0.4403847334903789,1.2400073932595292,-0.18461624133540325,1.5429206325410636,1.4115552890672491,1.405157673322689,1.6066235321323088,-0.5921787826574814,0.5373738039259335,1.1794822046622866,-0.054411628588468736,1.5069402980593796,1.653876084330068,1.9871892328021437,1.6055936959065638,-0.513520003571178,0.5386223286916465,1.2209378230100985,0.237206384071661,1.333838084934654,1.6516548614469495,1.3964827631119194,1.485758804834414,0.508263547635455,1.2798768259574076,1.571167884823707,1.2893847441798152,2.690732817633494,1.7004442869874472,1.5539429730762264,0.488821984943722,-0.020264591044344683,1.4316978598825285,1.21873048205673,1.7359015447677668,1.454999798969303,-0.5010338599483897,1.2766148876484633,0.0960126697343131,1.6529245999129636,0.6102549657426117,1.5081993617219112,1.594875202981764,-0.461073134015624
267,22.333055555555557,0.512106156989633,1.257878622856975,-0.17368236320126457,1.5467100878861968,1.4302173573211656,1.398993744370268,1.5979330358954722,-0.5872993571882545,0.6075929271559857,1.1921468081142095,-0.04477156505320445,1.4966074842010297,1.6448310031732087,2.0230103951833263,1.6004318860303899,-0.5064744070110516,0.607529170387939,1.2287790476702045,0.24630466984691884,1.3515883346831001,1.6486738359461994,1.3842503893104579,1.4800728528956117,0.5835550880596024,1.2835137624999646,1.564887888335648,1.2913965408710522,2.6754263802797884,1.691856361296975,1.5488712310430217,0.5596801430000531,-0.010132630729234959,1.424203600679553,1.2204749403106305,1.729807125783396,1.4527850329690215,-0.4967938555145385,1.2918732410543905,0.10210813794497911,1.6527548444626505,0.6744445032469115,1.5071990695486126,1.5846523407216306,-0.44925660092469166
268,22.419166666666666,0.5906195006806401,1.2675001820072191,-0.17044455454869006,1.538831418703413,1.4487990274577829,1.3977882898638543,1.5985612389948611,-0.5727425476496603,0.6779964747363316,1.2035591823736944,-0.03164039153275816,1.4824188499661428,1.636731468019335,2.0689501441404587,1.5923793246817572,-0.5037438938577112,0.6750337331372737,1.2337801241629658,0.24966581790071168,1.357125365498051,1.646852151597232,1.3751847672833262,1.4735152097786917,0.6544386125487311,1.2885057112212452,1.5619429498446693,1.288838538392092,2.665829051847236,1.6769576192486775,1.5479136382406384,0.6289317211280817,0.0031047639646136563,1.4250655356142563,1.2269296028660719,1.721449486162353,1.4403333188950413,-0.4922796142626801,1.3042478673934457,0.10315958280249876,1.6478993349049664,0.7273272076817079,1.504532295477467,1.575557183290203,-0.44313862571140405
269,22.5025,0.6631264918925486,1.3008723269422586,-0.14970295384296534,1.5348844501317827,1.466499636727785,1.3923409718764006,1.5945080582179698,-0.5625079290100199,0.7461861910546912,1.210519635608827,-0.019418028288003274,1.4725744258009124,1.6281773677385831,2.10440879448785,1.584836026539485,-0.5009283224120293,0.7407378007829062,1.2445412195210626,0.2566897369102666,1.3742486706462345,1.6445895609560561,1.36548558541177,1.4636859397666093,0.7239160024657183,1.2940529233369926,1.5459330139995462,1.2825111501515887,2.642741439321252,1.6651475800195379,1.5378702366068482,0.6987785565170943,0.013447657142920781,1.4214835394263212,1.2350945437254142,1.7108285512366104,1.4284444933061557,-0.48869125028015914,1.315739215275963,0.10756702990125436,1.6527579079487582,0.7903040637193987,1.4867995203738755,1.5643900525366392,-0.43151939886721424
270,22.585833333333333,0.7388288506385347,1.3075953119140322,-0.14605770005271534,1.5326690070929756,1.4907185245734673,1.3894514523830948,1.5857734097431844,-0.561795077422085,0.8135638132982137,1.2192284739518036,-0.009304396492380893,1.477274241043779,1.6197685903972239,2.14338665946169,1.5738020055245552,-0.5004275512601988,0.8144431496256506,1.253862499144565,0.2607763361092706,1.3863577440811017,1.6358858163182046,1.3575525320340252,1.4549851059180101,0.7971891313404398,1.3015556482314024,1.534058024677948,1.2800147891843552,2.6287641467123906,1.65262576447829,1.5337410670804426,0.7664224788349341,0.02649611191825455,1.4178574859562372,1.237569836427879,1.6955442455307739,1.4191183922062667,-0.4774288769081865,1.3249477313836977,0.10913050385896358,1.6377304005402413,0.8517760520080713,1.4672012226462718,1.557151268156839,-0.4167991101229881
271,22.669166666666666,0.8099282896158027,1.3168693891944225,-0.1491089326499046,1.5241849142912625,1.5142550326287343,1.3853193932613603,1.5791572091397823,-0.5596035702230369,0.8833310714534786,1.229686001498931,-0.0026994182318944874,1.471118323925427,1.619905023257666,2.1832840507200455,1.5652772748001083,-0.49644143927372913,0.8829515484238812,1.2663441268009328,0.2655255252878718,1.4012520804428286,1.6263406697187324,1.3473852954453203,1.4484127700672316,0.8628598648697714,1.31561413345712,1.5317179249864372,1.2797498681513595,2.5946977750563436,1.6401916951854183,1.5239261696012356,0.8394653102279981,0.03965019041003598,1.4157872481453018,1.2487555540495512,1.679996492762082,1.4075548510443872,-0.4716926067418451,1.3356738604698253,0.11085002831667995,1.626016649862998,0.9073441491715026,1.4477378782461194,1.5434411476934389,-0.40377794844900383
272,22.7525,0.8978265142055831,1.3296948090752556,-0.12745679160983897,1.5152319962135126,1.5329085047190985,1.3751444562908561,1.5674593713679312,-0.5457329859344884,0.9532896883064949,1.2378925203106266,0.010596983494883356,1.4643067015687918,1.6193865527784537,2.175101278342864,1.5656618467714458,-0.48876984560945125,0.9582647583935335,1.2709862646250119,0.27193721479267857,1.4175311750583168,1.611153872932217,1.336183563897873,1.4419689928242998,0.9359300609175891,1.3260286247352435,1.5181126572604688,1.2767167993397246,2.5887429224139424,1.6242448963931602,1.52042558311006,0.9179088653212424,0.04830995374453904,1.4006726980356217,1.2530517692033762,1.6745852158404082,1.3973537047146367,-0.46288255163008396,1.3391180453589437,0.11112562593879122,1.6178164933379797,0.9500093278091588,1.4240099606679146,1.5398600065358146,-0.395056102054953
273,22.835833333333333,0.9677252224731372,1.3386718198682985,-0.12210141741116201,1.5076100771291956,1.5458782868616818,1.3691263031534735,1.5508798107786914,-0.5407829042624791,1.0224413794427032,1.2524483304114162,0.011384884776813558,1.460039399989054,1.6044130646142674,2.171838650831969,1.5503557330860303,-0.4876126297095136,1.0371845332081022,1.2769890731190392,0.2764113155267595,1.4367945239411908,1.6053251774727584,1.3245470256008907,1.4314538335749325,1.005601569514769,1.33999936595532,1.504442163064395,1.2707159946627309,2.56450018387116,1.6131848940455034,1.5156393455487702,0.9885549512181788,0.06287546205488707,1.3921137067701084,1.262458554039164,1.6679103368682564,1.386914787556244,-0.4505988226757206,1.3474807269470719,0.1139573184130214,1.618929768623505,1.001572556496195,1.3910179409491845,1.5284081579200812,-0.3830337583899386
274,22.919166666666666,1.0408261051677508,1.3464006679052614,-0.0994429510358587,1.4999189810903815,1.5555637272652172,1.3562645954333417,1.5406184411140154,-0.5363529060974825,1.0925878532469722,1.2595537297899373,0.021864360790194364,1.4497164440936396,1.5925844436159236,2.1600964751110645,1.537758944633485,-0.48016965130138384,1.1141126189986432,1.2801527111526403,0.28134773894964415,1.4464416237917992,1.5990543345939794,1.3076753687205733,1.4194673504805384,1.079476232859186,1.3461265991753488,1.4939063831914592,1.2605478656598148,2.5357701515391033,1.6042112157781876,1.5067674938602411,1.0586053675008773,0.077946774481057,1.3855101445924838,1.2579759802435824,1.6551717771407652,1.3628379333535472,-0.4466415302354421,1.3509623442016492,0.11554512645042822,1.6149563136152596,1.0530347997834553,1.3769622876704861,1.5058859129290914,-0.370111104142478
275,23.0025,1.1133308457227402,1.3564815975377986,-0.07048153396925314,1.4905585319317398,1.5701641763300467,1.339358994616823,1.5288751755067462,-0.5294425735143988,1.1577308109035993,1.2686090143989373,0.0316354857987553,1.4489378576822238,1.5719005738303746,2.153075056525733,1.521671491545593,-0.4672407703978491,1.1860507543537706,1.2874773359628287,0.29074639707732025,1.4564719719972155,1.5823410952890262,1.2935682813801113,1.4070096004782153,1.1513558853157166,1.3458105646217793,1.4801052576638,1.2452128234965694,2.510553414554024,1.585323390918704,1.497010063988368,1.1278619062299624,0.08652394916987771,1.3708618808472772,1.256604119040164,1.6401694571457068,1.353922975335995,-0.43861078391980424,1.3589633341615357,0.11428906978540598,1.604695966446298,1.1009970181974744,1.3882434669554093,1.4928935804924384,-0.35948832524050023
276,23.085833333333333,1.188841120255449,1.3607148511375051,-0.05961730820000907,1.479528553270541,1.587278986648122,1.3362091620925152,1.5114499264806207,-0.5182514897725593,1.2278719463963141,1.2738144781552732,0.04469833315366052,1.434303663446727,1.5593613385007097,2.124774698843435,1.5052933831962991,-0.4558258472970153,1.258000670319661,1.2899631031540078,0.29200720248223866,1.4686850666312372,1.5709852102905661,1.282825451659685,1.3928806392807527,1.2274423534162344,1.3474515006895098,1.46903872573245,1.2351112789647427,2.4948505590773076,1.5719209504862945,1.486967090878067,1.2019263519446177,0.10120704327502791,1.3637687839798236,1.259343041189302,1.629103296563485,1.3351697461781407,-0.42490669259323066,1.3622841319370147,0.11338916717568312,1.6005485654870437,1.1458601682404763,1.3944619424705726,1.4696314673864537,-0.34716560685134756
277,23.169166666666666,1.2605585975672473,1.3665006690959198,-0.03925041622013038,1.4722288685066534,1.5985075130030022,1.3196147591512513,1.491942605950264,-0.5087792393157252,1.300212946508276,1.2767704129399127,0.058452975293508506,1.4248138829713175,1.5483666200661548,2.1273957042535105,1.489024628201708,-0.4519247425823085,1.3313640904000488,1.294010166697969,0.30593006829330793,1.4814804064543874,1.5589864300707896,1.2654465675964663,1.3802805213766294,1.3049374558596152,1.3512496439418942,1.4517067258773348,1.2258436424822392,2.4712621682954814,1.5508034271919522,1.4798386084752755,1.2710004816625808,0.11479611295704002,1.3518307215362677,1.2627928169882536,1.6163732142671383,1.3221780779996508,-0.4085293643740131,1.3689251707097887,0.11304543640232315,1.5847139493452858,1.1976252023903737,1.418018175425628,1.449299878234205,-0.3381431333817737
278,23.255277777777778,1.336084939143534,1.3814392898245238,-0.04438100102496021,1.464859300822549,1.6064491123698572,1.3081754469860996,1.472953125221196,-0.5096254077720874,1.3705554908220732,1.283677108597934,0.06609948374433053,1.4134685367324091,1.5353163001620702,2.1109383733671767,1.4768652344200848,-0.44533731712247293,1.4037427305562304,1.2984186789338938,0.3135149081958989,1.4914574909139104,1.5495445048414096,1.2534313171846159,1.3752093000300158,1.3816430035117333,1.3548052291107338,1.4389091958072737,1.2164103240931197,2.461988822420211,1.5371703554384235,1.4620246497269505,1.3464860648801475,0.11849121338329678,1.3478475601635607,1.2597535162711355,1.602379128322337,1.3079478023652982,-0.3904789066343137,1.3774868817329824,0.11225789426972571,1.5719919568661822,1.2364930691007672,1.3957126245732596,1.4320991155055025,-0.3310210884779473
279,23.33861111111111,1.410621799153736,1.3827309497547406,-0.02740920611318172,1.453619673183296,1.613103143915467,1.298690886692361,1.4632813949898256,-0.49958958195426756,1.435501251719724,1.2881348529385246,0.07943792911959427,1.3982676440986652,1.5182102596199551,2.081803005217531,1.454815208951855,-0.4522634320715714,1.471538299207062,1.2987887905683513,0.32036163643184157,1.4992158201437769,1.5324591845536615,1.243379388375288,1.366467027280772,1.4595607994054631,1.3563184890962812,1.4296460724599815,1.2082117334676008,2.4472310986883015,1.5156212713202033,1.452525246581071,1.415384863572169,0.1270923987280339,1.3392191656094639,1.2606252084089262,1.5867209559873858,1.2908787502849661,-0.37835542600016037,1.3767696943311407,0.11822655660562449,1.56678242713226,1.2926647128009492,1.3821457462091784,1.4116294795168942,-0.3177996550254476
280,23.42194444444444,1.483170824451308,1.3921758833379374,-0.026335175486817502,1.4451098083365648,1.6216689689982204,1.2843607392675753,1.4503273253434545,-0.49627134985931715,1.5160518943826773,1.2985439317349827,0.09646838112019814,1.3780112233309922,1.5010483784674424,2.0915898972595484,1.439674558139606,-0.439902948868986,1.5503524972289582,1.3019206506752992,0.32627016779942697,1.5071548949646822,1.518930218898303,1.2356904690766255,1.3534537539444478,1.5398926387406788,1.35658965496724,1.4203172920020655,1.2008482799020563,2.430389571361695,1.4933557126235408,1.4349404299866357,1.4874986321920556,0.13739972217233812,1.3275454027225426,1.2590079623094685,1.5673986137132205,1.264970752213645,-0.3653590283514519,1.3783740359002312,0.12355143826108902,1.5626851994634126,1.3585410738958998,1.3831179941721299,1.3946912684316661,-0.3054790151492681
281,23.505277777777778,1.5591336545737313,1.3981743230454238,-0.020359053651230693,1.4309295288126247,1.6361459511681145,1.2689846656115145,1.4312908257602759,-0.49427030066871736,1.593009076791812,1.2993046287247156,0.10399090853447682,1.363299291582547,1.480230535928302,2.068499345370082,1.4168432875680843,-0.4496557292394187,1.6293870179558962,1.3068144066960852,0.326240417653406,1.518274216884044,1.5045573573056155,1.2211642471537636,1.3393695296122856,1.6204403088842554,1.3596189559607659,1.4017227898290276,1.1935203723190138,2.431864811727477,1.4765732188264358,1.4192702298936641,1.5642291176717715,0.14661323590414738,1.3164261354521722,1.252901846417465,1.5458120171434127,1.2478236380514367,-0.34828981882195487,1.3835003319076404,0.12183255311052422,1.5465001134169016,1.4227230887662903,1.3548298198438902,1.370884778259844,-0.28665935021381406
282,23.58861111111111,1.6429119217425183,1.4117264993684513,-0.012680985615123019,1.423678656924345,1.6489334561667586,1.251762326526185,1.417171805109375,-0.48518602474837846,1.6701744497274342,1.3024172256092434,0.11780557923819762,1.345931864898732,1.4647566104224405,2.0515316438478655,1.3973214020641982,-0.44292163519288985,1.7088435471794123,1.3116702044394462,0.33607230190499005,1.5217732880960062,1.4827403489454016,1.2012004104288265,1.3310144026512165,1.7002055893700656,1.3568066194824637,1.384662500565263,1.1732284192671605,2.389657388097867,1.4470733310986377,1.3947146752531978,1.6359780594218394,0.15733299111825216,1.3002612268485354,1.2495069287144807,1.5255610811141653,1.2386372371435497,-0.33514790179930465,1.3795490058921782,0.12446991405166814,1.531227008787357,1.4734116897684792,1.3320816721492648,1.35361030285819,-0.2705408408229043
283,23.67194444444444,1.7315072508632063,1.4116326408182136,9.888310946296747e-05,1.4137570147671958,1.6626308519273678,1.2360933827158314,1.3965701716507275,-0.4752181136486411,1.7459496567692827,1.3078820020541944,0.12751246019456253,1.3309089582171953,1.4472264795659004,2.0262870854135087,1.3757089056970164,-0.43590052902473936,1.7869237631486015,1.3140881880815063,0.3351657370218508,1.5340516114814355,1.4662789427269876,1.183998646680928,1.313788420203863,1.7789902518989844,1.3635528711063898,1.3631363580640605,1.1533728289213365,2.3559678658102245,1.4222555923016498,1.373273794017296,1.7131471893313377,0.16835903801629526,1.2830505390626223,1.2476232767189432,1.5044457196543148,1.2202113782803035,-0.32373338092500503,1.3839204794640743,0.132063533005597,1.5152657256067759,1.5344078052345163,1.312873997556094,1.3350681339302093,-0.24732366681976986
284,23.755277777777778,1.8101212595253608,1.4116929739258486,0.01638040650714418,1.3999644242192464,1.67063750857477,1.2263774947869306,1.3782858330352028,-0.4649661601042771,1.8179363342965262,1.3076992356893062,0.14451161745420812,1.3208305853678333,1.4336400201708608,2.008165961209502,1.3608058017777676,-0.4189922733156255,1.8604293365701217,1.3138685001657797,0.33992064002811995,1.5401086906079242,1.4475728872992208,1.171558643646177,1.297491628188538,1.8595960603388846,1.366257934575052,1.3463442954076044,1.1369540090825399,2.329796807227051,1.3975195469887254,1.3511476131390423,1.7933382317679016,0.17449142580677018,1.269593933346232,1.2416509574861418,1.4894658459853312,1.201945889697124,-0.30904635909442857,1.3966151723049802,0.13441342091671946,1.5050161041445242,1.581112359472138,1.2748072400752455,1.3148585610261425,-0.23240800728705424
285,23.83861111111111,1.8891555580025758,1.3963077232424372,0.03716343805920092,1.3877007069411667,1.6705527984254003,1.2132143232481942,1.3549186963045592,-0.4460297580344871,1.8907361114877625,1.303069202108429,0.15820311615520405,1.304296759072789,1.4231971082456363,1.9837685608002158,1.3430120928598408,-0.409796730931526,1.9411619306081898,1.31661128160317,0.34753692850438916,1.547544029729788,1.4266219310504724,1.1548800890176696,1.2755240712992433,1.9360247707246394,1.3705220317994082,1.3292862449069713,1.117772367177924,2.2977447717359842,1.3796647414048684,1.3373361585725387,1.8695529035777239,0.18613020270502162,1.2584912700519693,1.2389900376082266,1.4692213725213175,1.1896405990745482,-0.2932869384568154,1.3982335021679682,0.13751958775278159,1.498077984907336,1.6335262727647732,1.2440818412606207,1.2967818715429704,-0.2211940405468134
