,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA1B1C1_rep2,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep1,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep5,6803_Wilde_WT_rep2,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_Wilde_WT_rep3,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_Wilde_WT_rep4
281,23.505555555555556,2.230276754277464,1.8291292566646145,1.21010278322006,2.3522842863416247,2.385177099816268,1.8317339259919119,0.2959896983630703,2.315566651236332,1.7741332946167598,0.8529269863437683,2.261070549621553,2.505020669306906,2.1164865068139975,0.1995861495844784,2.9592155775924294,1.8225226868784532,0.8698932287770345,2.1743139499460695,2.4005836318663305,1.8440638173361683,0.04233384199003176,-76.0673909839317,2.4360749717359926,1.9130784927607558,2.4167102622091687,2.854336780686382,2.598266590057964,2.277588520789778,-0.013505034225694514,3.297574882987502,2.2856585455611285,0.11849295365014983,2.239609661000025,2.1125905360081205,2.4790167501681823,2.0276572823885717,-125.66670773302813,1.7590540668011312,0.7402292926927097,2.2673879287572305,2.003359616329446,2.4695884639072614,0.5229083862476429,20.739673871966943
282,23.58888888888889,2.3182661027720064,1.831117441423808,1.2180077025335025,2.337519603075485,2.3940685117296168,1.8163458042022007,0.30314912904924973,2.3946528163114156,1.7852014916852756,0.8673303064631885,2.2365283029925456,2.4385934304097066,2.0969739605214075,0.2022103795538814,3.0212118415406497,1.8335000131062715,0.880155938631508,2.1801417069391285,2.3834901869716583,1.8448021881334098,0.05132646395926308,-77.35965632444376,2.5389212522348465,1.9192762805443984,2.3965166613911317,2.916803816962128,2.5782281813547483,2.2548957890681285,-0.01120290704081034,3.3896797939005383,2.370191870768497,0.11570788152881038,2.2253883856958145,2.1184847296944933,2.4599055919223707,2.007951547974762,-126.37227133947778,1.7644304372439619,0.766377158218594,2.256137589187648,2.0014153328954207,2.4440980393885505,0.5266873784310004,15.53530293880861
283,23.67222222222222,2.40181047409021,1.8277733044999138,1.2358216144628311,2.316577057775473,2.3923754501158876,1.8017816787032883,0.306897315975625,2.4692956911750126,1.7887327894724114,0.8760849056727362,2.2228232803456214,2.4291893296445863,2.0658981791095212,0.2116089913004967,3.0947779274990665,1.8393552095725845,0.8971741367889428,2.1850362575273463,2.3664110027965837,1.8437283719107287,0.05009229065635502,-78.84945589317229,2.6231263507088665,1.9265450940281315,2.3809568160523087,2.962488388660014,2.5593949856205738,2.2339852251652497,-0.010948857386848285,3.572773296713309,2.4616917431602645,0.11043453810219535,2.2080173103553453,2.128853597297402,2.4382084635749384,1.9834959083368715,-127.0223375325662,1.7622039301583765,0.779313231958138,2.2413452087453694,2.0033515341473267,2.42683625028638,0.5193737792094837,10.838176383683766
284,23.755555555555556,2.4855114253224633,1.845495800089684,1.2461439297712564,2.294855613504689,2.400896597161652,1.7826404796422413,0.3142355624463441,2.5548968760811306,1.7993261676740344,0.8875905171860028,2.19955447169606,2.4232069402189085,2.0382581867163734,0.21998331592395146,3.114515999536981,1.8530873340562042,0.8995475888605535,2.197596556625946,2.34514532141584,1.8414416763159602,0.056032565132862186,-79.5143579541336,2.7066919762366126,1.933083964888922,2.364629713773035,2.955189728491656,2.5407660567222186,2.199855552591049,-0.006141436684019567,3.840396286415067,2.54975973140086,0.113873118483035,2.191694923461701,2.138295728440701,2.4223244408011153,1.9584891767256738,-127.69248904520308,1.764974147052166,0.7962366450622069,2.2276098842891323,2.0105674319284117,2.4026021419233423,0.5169684358078498,4.44765933947061
285,23.83888888888889,2.5701705053794006,1.842483886034986,1.2615740627232928,2.273354237460424,2.4068306407816067,1.7653211414429546,0.318365167333411,2.64645796310852,1.79358060968737,0.8956468757463824,2.1667208712358175,2.4166448432900705,2.0122530114263784,0.22593468010352666,3.169028212452594,1.85929544775403,0.907476061952367,2.202021563120085,2.323092388214682,1.8517414133074,0.06314852599180419,-80.05093093500096,2.7908198291326354,1.9390919283424006,2.3437343461961984,2.946307074692396,2.5203404526266002,2.175705500949858,-0.00037920124932347074,4.137689842959451,2.6377973959044265,0.10662381841906254,2.1836197192746907,2.1488097179963983,2.3962526032144753,1.9361301707477256,-128.42150872135386,1.7677406919160341,0.8183465324109337,2.217330715936528,2.021062240232116,2.386394763461091,0.5114721945360869,-2.466282977955297
286,23.92222222222222,2.657789254991904,1.8527365238228075,1.2753114310847626,2.254271900974154,2.412376274618566,1.7432226028061553,0.32028742507668295,2.736380536160677,1.7914951026110026,0.8980537176270734,2.141921477333533,2.399301627965511,1.9814816852703356,0.22726440609815798,3.225316711773015,1.8535786152810398,0.9281593246652181,2.2053102398648496,2.3024514518888815,1.8486268991537982,0.06624140738766349,-80.58734342710471,2.8801116009474743,1.9463680231428624,2.315869709027236,2.9540396710213046,2.5017172354007706,2.151933805940434,0.0019392877034526065,4.342395231264492,2.7248062888348166,0.10988683429301362,2.1623901978308493,2.159594166084659,2.376192034366936,1.9150177123653729,-129.24877951603978,1.7651031712235925,0.8346420326137163,2.2013068070639976,2.025035175202069,2.3646131679003357,0.5130859007894149,-11.23908526972103
287,24.005555555555556,2.7485692067111045,1.854852678585253,1.2791554561227894,2.2288075795115443,2.4177321980434643,1.7089438067093994,0.3260036256838712,2.825466170965841,1.7992686372448747,0.9066107806310741,2.143955292534529,2.4023758913027047,1.9473432442254266,0.2395738117464376,3.266383633754251,1.858135904670299,0.9331971470947571,2.205261553685257,2.2864217644447313,1.8568974544343668,0.06971243902638824,-81.1409641854322,2.9647689744676633,1.951111291583265,2.294834802034137,2.9361867667611805,2.47809547121192,2.1231392093559602,-0.0037845359362696333,4.544253901212617,2.8119879541055997,0.1066623631226297,2.145804864943437,2.1636476780738034,2.345141821748756,1.8899506278967473,-130.0162844953377,1.765661193931364,0.8495222880092214,2.181337264306836,2.0302854551320917,2.3498564120808467,0.5098103990482812,-18.7531821539563
288,24.08888888888889,2.8331118849083774,1.869231319099545,1.2897055626058056,2.2035602526724447,2.4164971161553552,1.6878837004070757,0.33651505473054083,2.9257164350769944,1.8005002080902863,0.9109178040911893,2.1132213235608077,2.373866238309164,1.9222367282152195,0.2464642104666112,3.305431105381217,1.861566387372953,0.9389893008314407,2.20147447537626,2.2550025811990437,1.8569524040387742,0.07456284616539158,-81.7927621286278,3.047393623715724,1.9579207794952311,2.2712286290474397,2.917347616718551,2.452074230327373,2.091320459084044,-0.004149243175855504,4.754607487650642,2.8987439273800555,0.10035060256065537,2.131262232202439,2.1669688645803062,2.323301056788538,1.86532774801577,-130.85880683638024,1.768014371478781,0.8641864446653809,2.162821197559188,2.025212300466195,2.3381235566814498,0.5056465328783665,-27.313608165793458
289,24.1725,2.9152188057753468,1.8714714177880234,1.2987611788035485,2.178328904190894,2.411669739781414,1.6674412354304005,0.34082299336011246,3.004732887871865,1.7941888133498969,0.9401745288700247,2.081718581311054,2.3109712819424377,1.8863611811096626,0.25253691125657984,3.330261244367728,1.8586691382582323,0.9457355589605407,2.2007479797027387,2.2333931607791513,1.8533910771671471,0.07779384961355042,-82.38170633899288,3.1325872139501714,1.9545955362490464,2.2426501979602333,2.92232148122367,2.426452587114592,2.0644763091067198,-0.004753409919460043,4.953997810389774,2.9828757360711777,0.09415175089483727,2.1163608169745673,2.1715563414687993,2.303868834853228,1.8345479077521478,-131.72652982735585,1.7693623177881856,0.8872336523793918,2.151357719974051,2.01261493379858,2.3196136662200315,0.5021951449305814,-35.74739775736748
290,24.258333333333333,3.0046914773238838,1.876371950718145,1.310921736487059,2.152512521935119,2.415648785476934,1.6492153675874222,0.3461287182838605,3.0985170805529245,1.8019334549277237,0.9539806973599898,2.053246080860633,2.278889643110114,1.86531565072509,0.2503932186938985,3.364076159156502,1.858643235613449,0.953835696062137,2.2006810453995085,2.207192765122905,1.8572128073300702,0.07980666573120622,-82.87356606248588,3.2173514016655105,1.9493346147536617,2.23249852072816,2.926307626130522,2.4008296200411783,2.0370055195004455,-0.004595616968025726,5.101966874205621,3.067984899341673,0.08846600704792865,2.1036991424032596,2.177208729852066,2.283044255248114,1.8092099464913733,-132.66123686750862,1.7645046492648309,0.8938630646777206,2.131945947963275,2.0208925798736397,2.297725809053535,0.496657076941066,-44.916385297816
291,24.341666666666665,3.0905313993861077,1.8797318976024855,1.3107866709286842,2.1263100979075316,2.418232975525328,1.6364050569630213,0.35003350178091397,3.191870556147385,1.8129331384291412,0.9575360534832974,2.0300028414615925,2.290619950669816,1.8400991888242184,0.2562344329357782,3.417877948919163,1.854887761143999,0.9646894882111223,2.2008726551713127,2.178600659478677,1.8590169323485881,0.08200250643016538,-83.5297107087222,3.2852878345922365,1.9531370714566891,2.1951726133694103,2.9237053228168177,2.371004411674866,2.0101068564361055,-0.0014744500192855128,5.283856868838169,3.1486729281039616,0.08769357057768376,2.0810757374086783,2.16752465609105,2.2578264212168286,1.7887127079747271,-133.5475114671384,1.7654409847968797,0.9048738388160992,2.107385001197563,2.0240444655859577,2.271059057377964,0.4922331697311924,-55.10000507327928
292,24.425,3.173940063614383,1.8845502417987376,1.315955420902076,2.0959206282447336,2.4124210379381292,1.6052092679189065,0.35333861169825453,3.283394849507206,1.813186873160884,0.9652403426919618,1.9977878865426602,2.268760841429207,1.8159108511161488,0.25826184971908417,3.5014687035562364,1.8540017999733616,0.9736967129772001,2.2013217956928295,2.1494161124053583,1.853602794354201,0.08858257917369762,-84.3397098509743,3.3677981516968387,1.9526019663444072,2.163271495964728,2.9143138481839976,2.337376048683529,1.989579092179007,-0.002588499667760036,5.57041016899181,3.2289413250201764,0.08363464167686219,2.0590891366877115,2.1663027517948468,2.232814439941346,1.761055040299277,-134.46693724760075,1.757170945755405,0.924465135779525,2.0882740026064655,2.023069819980307,2.2542124872283775,0.4923242632075611,-64.04789128690021
293,24.508333333333333,3.2603189534813226,1.8936259703097118,1.317227428682193,2.0775431132175113,2.401611706454992,1.579626969093618,0.35864531145072004,3.3818914873090886,1.815493672131044,0.9818933119678017,1.9604002437092476,2.2213109601459857,1.7895496972563665,0.2596767603603374,3.6280505036971498,1.8589844406430993,0.9806571494248839,2.2056274576086663,2.119038395772361,1.8511697397888693,0.09354808697653871,-85.01633322617164,3.4530839831817937,1.954128362941757,2.1369941926574048,2.9119324846572283,2.309943621835176,1.9676210050888854,-0.00033636140475798437,5.775569334335316,3.3129915845021625,0.08148942117322507,2.039937880713974,2.174741653820708,2.203807422541984,1.7326357959178778,-135.43709794130706,1.7530941559943898,0.9342361202822629,2.0604120783783912,2.0237678742516536,2.2391851784788956,0.48973119636200557,-74.16427805882432
294,24.591666666666665,3.3418695442797874,1.896358073783337,1.3186021400452965,2.0491765572308402,2.401003720543687,1.5518571334025275,0.3569548600210019,3.4537619880544805,1.8138525520490714,0.9898947098224379,1.9364389447434462,2.195868959527889,1.7576147908467368,0.2602804517557129,3.7058254207002337,1.8522347751128572,0.9879705781134999,2.201188635533364,2.094866784759615,1.8513171194050104,0.09390022840488932,-85.72775073490072,3.5491469504855706,1.9587153283123433,2.112539731653285,2.9127605201854063,2.2767062259979545,1.9404313796198984,0.0058833643816215316,5.933677109501863,3.39582519271148,0.07785811052954034,2.022020515737804,2.1744400042740417,2.1806044840774037,1.7086538316391713,-136.3981773917243,1.7500102418507264,0.9479859607678442,2.041198357960595,2.0209378617451508,2.2177762148426954,0.5008548072715874,-85.3401994261998
295,24.675,3.4299933031228838,1.8963455465126582,1.3222790042689547,2.021219968823882,2.3989958254001094,1.538098738037834,0.3636685119596454,3.537607862069571,1.8178625333257743,1.0050442862972948,1.90490302560403,2.1816335002326928,1.7369051994355127,0.2716742063810406,3.7905955166527248,1.844351898760364,0.9960367810971837,2.201004328051393,2.0659005578575718,1.8520442882655006,0.09764019757641215,-86.47013244140504,3.629188666282629,1.9605619330584352,2.0889071452207633,2.901397248241155,2.2402629601401465,1.9134090063206322,0.010272072406491271,6.119476424089012,3.482043627559399,0.0717409118435778,2.0065355937862677,2.1841964505084097,2.1466047435446076,1.6855080086275862,-137.2921595533753,1.7447188321442177,0.9723138294090672,2.0184319740591885,2.0171790179561464,2.199584683872012,0.4992959330986017,-95.32648934317746
296,24.758333333333333,3.510291688943967,1.8981873864358394,1.3258574741320417,1.9992723606699867,2.39578677194827,1.5209507644685694,0.3705875173850505,3.6292306115052924,1.8169226400733198,1.007141792963599,1.8765915264264545,2.1296032508682083,1.7088199945173295,0.27585930229180605,3.841562844370759,1.8453349103814314,1.006255541924883,2.198073537717157,2.0331389968672005,1.8591506057436733,0.09656918416023694,-87.22624857358515,3.712810734483422,1.9608672513209648,2.066095469690786,2.8970419678208272,2.2184129273301716,1.8843526818340957,0.01483115248817549,6.324910392658721,3.565448358706905,0.06793802784811122,1.9852816726631557,2.187209645125531,2.1264073238789423,1.658197192403338,-138.2610284918386,1.7400195581775773,0.9804189021079959,1.9939120626391307,2.018490580530175,2.1826096769581396,0.5010554100905709,-105.30558168091073
297,24.841666666666665,3.5943661524966384,1.898682595136163,1.3319370059147353,1.9757327495766894,2.3887753168403005,1.4986121984405965,0.3797131219834715,3.7234317303373228,1.819231900105234,1.0165869829223815,1.8581034915228551,2.069176887992284,1.6783582515332043,0.2856370131231475,3.869529447399379,1.8445829121899542,1.0190266456403572,2.1973952710549907,1.9995813868999925,1.8624354355233221,0.10208837337695677,-88.03386952299859,3.79961475023439,1.9584303607795306,2.0371037454568484,2.9056939834445012,2.1839552347365867,1.8526612088977237,0.02756198954820982,6.558122314737331,3.6486408475646943,0.06724966191091868,1.9608573159489846,2.1836782459752775,2.095611351954098,1.6343202528424294,-139.16856838374846,1.742312053736427,0.9877003584959614,1.9702377629242367,2.0232717892629646,2.1540502893314306,0.5039340735802503,-113.1263102275557
298,24.925,3.6796181363547467,1.900430177842027,1.3343170593985205,1.9448001564857156,2.3873602224564543,1.502082029976608,0.384846567009016,3.7972127043660846,1.8215893449363993,1.0231796108044762,1.8164379693820507,2.040353096112807,1.6499190498705403,0.28940860808986113,3.898497360012528,1.8434950098179113,1.0209498787821747,2.1947685385591607,1.9698270163779574,1.862698145598697,0.10759894599862996,-88.81076584485992,3.8810022999179674,1.956450342652392,2.0133310169749974,2.9163526051559883,2.151288993628085,1.8183333963433768,0.03706596361134112,6.835655674815582,3.7298225472931796,0.0682760180347792,1.9350610930009968,2.1862009161556784,2.066015958582108,1.6106760641766495,-140.22896351679486,1.730995955089301,0.9973573819335612,1.945808217397171,2.023321886100434,2.147305620061295,0.5081327579856245,-113.53570868827109
299,25.00861111111111,3.7606490749123873,1.9162291434269476,1.3389970978661851,1.9200736064729762,2.3797402569051016,1.4721592533761259,0.393589089283647,3.8909750112167405,1.821594009783059,1.0339194327705177,1.7911940126695414,2.0713305676877045,1.6305014728631222,0.3059753519863958,3.9410686072130536,1.8456703123153628,1.0316250293837173,2.1857923546938647,1.9412751770336247,1.8593381082745073,0.11270207834877957,-89.52510825804073,3.966774961152576,1.9551262816964723,1.9797763327638318,2.9258171485228237,2.126213319373496,1.7843680590973405,0.04374444980552576,7.038854142348612,3.8117949028024825,0.06181730085747959,1.9162915789531603,2.1899763240129175,2.0468202785133465,1.5924635049935758,-141.2915982897235,1.7238709009876425,1.0069891595106597,1.9260225717994495,2.0294401151386907,2.1261747720562028,0.5104522968099084,-113.58781068521827
300,25.094444444444445,3.8392603943839045,1.9040785044095594,1.3429765881018243,1.8961521287485692,2.3747141940227348,1.4478428672155044,0.4013419211971818,3.970720120339201,1.8136449335628106,1.0364062065109452,1.7623706782275077,2.060908003124936,1.6071046077911193,0.3191385051868562,3.974645204732706,1.8413079321504533,1.0382518869731756,2.1858657378932307,1.9169251639100435,1.8651547001659192,0.11359894230239084,-90.17286764506966,4.060534302792634,1.9542572662073598,1.9510387454045004,2.9254869346362713,2.084327331441787,1.7609640181803257,0.042798818361934346,7.21426157175594,3.8907593507524405,0.0588737156518066,1.8879473547161671,2.189403143141333,2.017623450436532,1.5716814582365717,-142.22205721233587,1.7183365326658038,1.0209948820463866,1.9024799751314418,2.0260257226240337,2.10025685206368,0.510093522641549,-113.43064975756121
301,25.177777777777777,3.9170535128038884,1.9055772769536161,1.3458550003908374,1.8652347566567795,2.3708808133739643,1.4211318743479273,0.40750629070729116,4.048649493008118,1.8085411588946143,1.0450396912460023,1.7373670270748132,2.0280841107825007,1.584327545881084,0.3260993236450022,4.051629159032139,1.833806985209411,1.0450302425735538,2.1759877105613223,1.8879762753607832,1.8553473021985578,0.12269070528591718,-90.92801505213231,4.136481884928546,1.951242388019307,1.915717311540703,2.920161290111326,2.0546301534020603,1.7281201007074674,0.047230434614947206,7.507822002421483,3.9669173195526035,0.05024546832555347,1.8622270069774371,2.181480052383421,1.9928246169787258,1.5441288112047884,-143.1301249054892,1.7127924938410493,1.0361737440891399,1.8717795796523693,2.0208779569529534,2.084950970670312,0.5104572671542215,-113.14245936146659
302,25.26111111111111,3.998829840027178,1.9139244808679858,1.3464318085199294,1.8413205276760811,2.3698389002515228,1.3958252819034096,0.41428342133950125,4.112364582322888,1.809081732098786,1.0516196477257336,1.7113821244070018,1.9938576069684366,1.5583693823059535,0.32985905889424627,4.170622467300907,1.827766590796545,1.0517598887026645,2.165357299072131,1.8598278130499324,1.8513152996085078,0.1315785302772729,-91.64272168907135,4.221019258886708,1.9586807425052286,1.882011091878689,2.936839547086706,2.0285209129235566,1.6976351398883271,0.06004065900215588,7.724279658693549,4.054270229362234,0.035732765421516766,1.8337291282011159,2.187405735829829,1.9640229247053338,1.5122044555531624,-144.18678610109635,1.7124384307135516,1.056124943916583,1.8523205408803038,2.018396068672131,2.0596562423017453,0.5153443611068346,-113.01647287010363
303,25.344444444444445,4.081990777728856,1.9197191396066566,1.3497064897771103,1.8204084834191336,2.36618724567626,1.3753221012887957,0.4256745321871908,4.188066833207651,1.8106657031970008,1.0607458382299857,1.6958150395962999,1.9604272159408183,1.5318292161850477,0.3402189580476588,4.218227117457472,1.8229858716342497,1.0590406193731325,2.160173533769581,1.8294790819521003,1.8164580819423097,0.1412635758058399,-93.03535892938643,4.29974796722951,1.9515714285767047,1.8505191511872607,2.9329210432248622,1.9981987417756526,1.665307975026891,0.07143084706436335,7.953178949884841,4.132819492090306,0.03293581411749516,1.8114523166280732,2.1829788828193646,1.9370175241201029,1.487707287292419,-145.16002564212604,1.7048739919663949,1.072047683535646,1.8243020175921707,2.015379310478437,2.0275717852226784,0.5143556343435247,-112.83272357364424
304,25.427777777777777,4.158337719404256,1.9213602802687335,1.3520785249516956,1.790897669632784,2.354924646397146,1.3554213481877624,0.4292808379115938,4.263557682411292,1.806492125912293,1.0704180265684116,1.691264846191615,1.9251916699077563,1.50730615058407,0.33818026379796295,4.322845088149196,1.8188639538630023,1.0622722300923941,2.1558354489675278,1.8065293903524147,1.785575043056963,0.15014699595246317,-94.31509831023428,4.363469543755329,1.9531135486839784,1.8136405582977688,2.9182051217119716,1.9722627758278612,1.6335374515215713,0.07140234944558224,8.17806447027245,4.2099665113955105,0.0536548222262927,1.793395176275904,2.1799981879389874,1.9150075696651236,1.46423620678907,-146.15822848260265,1.696698828765573,1.0835411686825265,1.8001231718237471,2.0112269372189324,2.0006967215368743,0.5116919157936601,-112.721644679263
305,25.51111111111111,4.2358720503689575,1.9186469335984395,1.3503473983343048,1.7647871361980667,2.347649904891272,1.3273220425608145,0.434103548741799,4.333838558507438,1.8101600576690526,1.0770359780804646,1.6555306219185362,1.8977497090274014,1.4813992925151074,0.3469442144175386,4.3700783487523465,1.8121999670413627,1.0666545178626974,2.153342082949759,1.773778049846523,1.7498655811199275,0.15562994034945227,-95.64591153242858,4.435185513498536,1.9465062088159557,1.7857743861041167,2.9186911312579387,1.9405121550498332,1.6023224208652036,0.0805565118930398,8.48208099909786,4.2891126826862465,0.08468999819571466,1.76255631693893,2.1790623510238127,1.8903922197208294,1.439990118765414,-147.1505796876063,1.683712594759989,1.097804608822686,1.7753831688696602,2.0061382058908706,1.9764301771871513,0.5115540334718398,-112.54846931113705
306,25.594444444444445,4.309595147758786,1.9079781339851145,1.350312597716865,1.7376759371302053,2.3389618293638472,1.3028232086452893,0.43154387047474796,4.42171088189446,1.8150685595930303,1.0793994596354026,1.6240114486793336,1.8799000814079394,1.4485077529366304,0.3459120437584184,4.456928859372091,1.8099930441459744,1.067187281181099,2.1422924779699937,1.7376243753405949,1.7225290986091177,0.16151355418058122,-96.90617046044008,4.512097392729492,1.941348518500209,1.750319711562758,2.8871784260963986,1.9023460235113552,1.574061740645051,0.08949467525717163,8.625973500566952,4.3704593931206315,0.11084155110857398,1.7383343541881997,2.180170077157112,1.8565706366059964,1.4173679322995365,-148.18466443327287,1.6689149460814563,1.1170372171508565,1.7412811772833918,2.0037123756416957,1.9503712819553867,0.5139428144778921,-112.38623051044624
307,25.677777777777777,4.384508380529818,1.9009529194632164,1.3579736143926073,1.7155631305786074,2.335259233748202,1.2829238749553538,0.44040300447523845,4.501776064795474,1.809016696511334,1.0835082396322848,1.595506412552959,1.8604415431075951,1.4212306467534932,0.34948498125229066,4.4997985708425015,1.8060423215715635,1.0732703200394673,2.133685680251883,1.7046676850513163,1.6979650023129087,0.16839897818108845,-98.29584712239654,4.593206688954551,1.933039590802973,1.7228756156926976,2.904866365984713,1.8727635293823508,1.5421542745427996,0.09041817549162526,8.77148712384999,4.447808021606491,0.13990969068268316,1.7085279093714847,2.175320076670314,1.8295419865777443,1.3927685608253106,-149.18486800679398,1.6613055413446975,1.1370382105910324,1.7118163688772734,1.9943487077690403,1.9267191694625159,0.5142590849968772,-112.22576123537301
308,25.76111111111111,4.453213109458373,1.8927703317123221,1.3505299431560682,1.6840477788268693,2.3269409377057864,1.2434230742820058,0.44988214767592055,4.5806355112583415,1.8068035369524296,1.0881620879999745,1.5414146037950474,1.8437728581346313,1.4005670928169331,0.3566642519104991,4.547489424726555,1.8039469391309402,1.0829034359244845,2.115320739989009,1.674907300505895,1.6639727033301326,0.17548734863767826,-99.62671371008273,4.662114900916053,1.9273785423291447,1.6944411835754902,2.914754316203971,1.8335638249328796,1.5163988923345633,0.0893283436532594,9.06476720308164,4.520559938801364,0.16449462727086075,1.6791356096132828,2.1715110651429956,1.798505439831535,1.3663909221323953,-150.18317580641695,1.656284041647348,1.1522068097964782,1.6835879187224896,1.9890464657207296,1.892472977168533,0.5063036702990852,-112.04029436110247
309,25.84472222222222,4.528310687141017,1.8852294160571255,1.3531810823030894,1.6531289482927747,2.318605766626169,1.2187198436930728,0.4591824925772998,4.654290617155661,1.799228153146143,1.0963607761971381,1.5115351168379143,1.829492798447346,1.3677162139245724,0.3656510763240422,4.563003353316128,1.7967060400549966,1.0862864318176406,2.1077967113448848,1.6453425465420588,1.6369516170700797,0.18597979738851783,-100.81654257894043,4.735423518592333,1.9253644932222875,1.657615504355241,2.9188416475589904,1.802146066533139,1.478994469890878,0.09462650590214575,9.247759257360956,4.593916507112507,0.19919657186092865,1.6559560878148192,2.1671417634028964,1.7728601705011744,1.3374339383662384,-151.27117334144486,1.6450501105699515,1.1747422391497233,1.6543950051490763,1.9812049150947768,1.8672318463724904,0.49867739474003575,-111.97806267982233
310,25.930555555555557,4.60320245799457,1.8799292214674375,1.3543265336308172,1.616605709528295,2.3068525516270393,1.1954132245332136,0.4673052272477354,4.732542770184784,1.7980896210236557,1.1019040772122444,1.4850670502905547,1.8094001439540763,1.339077136820416,0.3654466706635728,4.630542279632003,1.796918770992708,1.0876191121952394,2.0997126524529572,1.6077727513080537,1.6105011632525006,0.1914774518232394,-102.13890624806845,4.791534023197716,1.9197965671646273,1.6075976712386084,2.890927736378319,1.7689094146534623,1.4395398891767077,0.09991398350156469,9.34700899075138,4.660679080696886,0.22361573607571233,1.6261879826540422,2.1646108975259106,1.7424053566588111,1.306896536028073,-152.33624623223653,1.632603414175961,1.1852437267625637,1.6286368097459212,1.9752233236393897,1.846394922212499,0.5013810817604811,-111.73909890072295
311,26.01388888888889,4.672089758256091,1.8700688005581863,1.3545658024377043,1.5854771372195882,2.2912801295542073,1.1697022624239182,0.4708515353234411,4.817593349867797,1.7827870202175102,1.1047917655635664,1.4522095069386491,1.8216936825131969,1.307448992194852,0.3674522466793988,4.705708117423864,1.7903842820111342,1.0975012830283923,2.090667625416603,1.5741972462626475,1.5668207659076014,0.19358143488293983,-103.46057740022266,4.861247887182519,1.914873891377054,1.5665867814947982,2.8922119645142286,1.737853033864321,1.4054340382514399,0.10639209281800883,9.89726229228076,4.7288490054611785,0.26715233217304035,1.6012299385856288,2.152317198836083,1.7173401803149357,1.27977764597492,-153.35078021020644,1.6205436210117412,1.1975105044760614,1.6029125173607661,1.9665009612529643,1.8225613536657272,0.49821555388640343,-111.36823564999737
312,26.09722222222222,4.744573915982892,1.8680472095894185,1.3574983975235073,1.555342310186998,2.2800873429816004,1.1441860072635057,0.47542259600848513,4.8748437275515375,1.7793194340616059,1.1142236172991782,1.4213615937445554,1.795372209933119,1.2800309146846518,0.37006901170148265,4.761302771170301,1.7895017265954172,1.0981327517830248,2.0754606963091287,1.5360153661751248,1.5299098533760471,0.20409286506018068,-104.67352888181591,4.937366574233048,1.9153955966191216,1.5365819364555704,2.9044937193427236,1.700776092836322,1.3758758112688885,0.10366214532118287,10.376065235941317,4.798827619061777,0.29660657304574606,1.5798806058409793,2.1498594039056185,1.6880638274183837,1.2580762034195871,-154.42516111782496,1.6080704021065655,1.2157418078605469,1.5782213161002017,1.9566370999840874,1.787330293548402,0.49758163272901385,-110.95570547084121
313,26.180555555555557,4.819456251052529,1.8630635084662992,1.3463238311892904,1.528200311385059,2.265673040211267,1.1192635132271267,0.47621958407478915,4.942895266407584,1.7774859495911999,1.1227994099969583,1.3719224218473158,1.7626345299722925,1.2506220428729715,0.37229816863944193,4.820728136078802,1.7858702616487823,1.1085133274198722,2.060690935173776,1.5006264491252925,1.4895678583089615,0.2076128563989879,-105.69753370291804,5.009491539271602,1.908160817189047,1.5045822415152328,2.8993723937635343,1.6648777643402086,1.338664108477292,0.11332544758400198,10.931364080689677,4.86161625090479,0.32617867222166574,1.5605386404282193,2.142836254554874,1.6591754878563325,1.2333911479306696,-155.52477490861804,1.5979834309726182,1.2255368762156151,1.5539623973296721,1.9422310140315373,1.761900898515809,0.4928801389847556,-110.73674082345275
