,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA3B3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA3B3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA3B3C3_rep4,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA3B3C3_rep5,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA3B3C3_rep1,6803_deltaKaiA1B1C1_rep2
152,12.719166666666666,-2.0450598653810093,-1.9127825475624343,-0.8390915514786546,-2.31242983243622,-2.237561535091752,-2.216076437397638,-2.112619531606381,0.20734533816095058,-2.073188127456698,-1.678057991890777,-0.8087996029653326,-1.9546575107896016,-2.304005924959555,-2.3399768504001037,-1.9060859856183618,0.19004642269603883,-2.1242381037796063,-1.7761171478959656,-0.7463405332208671,-1.9669707307842421,-2.4394292598020004,-1.9104658571209465,-1.7813631211247394,-2.118093924742861,-1.750105280686065,-2.183281580693287,-1.0644698581312035,-2.7061828047140954,-2.037929719235912,-1.82511265540354,-1.9992830388186802,-1.02400392790279,-2.1554840749196607,-1.5836866697316592,-2.404542344428804,-1.7999869988799357,-0.0263634956899183,-1.753856435287159,-2.632146143196149,-2.4904271662109214,-1.9408971327845923,-2.3783291654557126,-1.776369212103294,-0.12729640965927888
153,12.8025,-2.110534272717476,-1.8225636983884408,-1.3426191809844656,-2.267774465584108,-2.106333875861717,-2.0572645449134,-1.9072693249029524,0.19954140359961292,-1.9676324828748852,-1.7084099830407902,-0.9308732756131193,-2.0195961289525854,-2.5439894967958456,-2.3691264394861498,-2.054273098554362,-0.06307204918650548,-1.8467701986098064,-1.8558621781694657,-0.6461935854093289,-2.159323667165312,-2.345915543363151,-1.8867067229282877,-1.894809428501814,-2.3416974318163666,-1.6213196567376054,-2.0489608488976754,-1.383053557270798,-2.5401834432559474,-2.052417303277771,-2.0007341928116595,-2.1188395770528015,-0.72709228016695,-2.346593023052781,-1.7095669063699828,-2.58894627802401,-1.9313209602155919,0.00784342120768417,-1.699967281513321,0.7267423060576912,-1.6819644252052945,-1.8365275173312985,-1.981323866364763,-1.6846157437646134,-0.018692718963548478
154,12.885833333333332,-1.6964595882174967,-1.9224362619847193,-1.0562303823905754,-2.333168766545708,-2.185097380099004,-1.828456448348496,-1.9219948687306467,0.11155903906321164,-1.8825364405941036,-1.4788621974316905,-0.8330707233856984,-1.9046011058315313,-2.5440200490936467,-2.138403263533957,-1.9125574744445692,0.0936764884144133,-2.09975526307129,-1.6656767533270542,-0.6561698523164884,-2.2316279175102682,-2.442416066307277,-2.0829457432233975,-1.898342551101619,-2.0357725717563637,-1.5926192440646867,-2.1947037070005675,-1.1918563677272538,-2.3743628862388197,-1.9369503136293886,-2.076452728149956,-1.858859306427638,-0.770288823992992,-2.237737309212837,-1.6455482991638886,-2.2534101195367233,-1.9326768668829484,0.09194229441469576,-1.6062251029303214,0.47557758244493104,-2.153567387090178,-1.632402225700965,-2.0944553366394154,-1.6829848678904575,-0.09016110236065218
155,12.969166666666666,-2.1728332541890185,-1.8123997573828683,-1.2999252370331167,-2.0486128855071795,-2.1238529593005446,-1.7596524745336157,-2.096796177168184,0.013398804016179112,-1.947897438961926,-1.4994140958218432,-0.9053917629677202,-2.0396722852502904,-2.3540976017442152,-2.2678068286124478,-1.6009390125953906,-0.039707790418393715,-1.8431906572538026,-1.3855605210346684,-0.6962694884233619,-1.8938840664955754,-2.2789310465142765,-1.7491832247435677,-1.7519622856820245,-2.1003165741545144,-1.6540035835707068,-2.1405101228326626,-1.2908778336606155,-2.828720189030654,-1.8315294231275132,-1.9122681060964444,-2.019339536069941,-0.6135933825528143,-1.8789169566017898,-1.44163072154478,-2.457933851998816,-1.6640548193430131,0.36593292515788095,-1.3426292320340254,0.5443598224114405,-2.3052362420980193,-1.588519816462004,-2.337722816548253,-1.2414760182365576,0.1282981633312529
156,13.0525,-1.979652720256073,-1.6624537055943927,-1.6037038267516923,-2.014106972871883,-2.1026015227717587,-2.110852950397279,-1.991673264903366,-0.09493874326143491,-2.0737129235265948,-1.2800651410055743,-0.7278362119563682,-1.9748095121404245,-2.2542221754427634,-2.17733664236867,-1.88941761307099,0.1967752881126295,-1.927073748789627,-1.4455131305909308,-0.41649264765448685,-2.226092698110948,-2.325460702124406,-2.2654194742689735,-1.8556684302252773,-2.075326676435348,-1.4054722179906287,-2.256380064995707,-1.3001174996048086,-2.5332544099741687,-1.7261553029172276,-1.8781801723282106,-1.9902775826281298,-0.8770057800116221,-1.9801319893208864,-1.7078140474073078,-2.2125174592495247,-1.8054549186118063,0.02981511541010479,-1.6391790032490094,0.3830891614264155,-1.986971180223876,-1.5548788522070045,-1.7111255488169397,-1.8800886307118851,0.03668480205472362
157,13.135833333333332,-2.0869154433585524,-1.0225976296109331,-1.4975662338892537,-2.379651179260645,-2.201343977626389,-2.082058202965689,-1.686626147233167,-0.3734530456739952,-2.0099803470367115,-1.460814797813081,-1.0604038888613971,-2.0900126325412742,-2.254393791688344,-2.1769922140277465,-1.8579931766935693,0.3231258975196703,-1.9414019128534676,-1.4555342329269567,-0.7368394833779709,-2.168254395659476,-1.9320052515384023,-1.8916547986228163,-1.629460783937871,-2.0908001238565346,-1.8670246918910687,-1.832313502862658,-1.1395749104676007,-2.507964610386856,-1.6108286224518125,-1.8441887735212779,-2.2016707702719938,-0.5605258415276141,-2.1513824323704447,-1.4040981511092494,-2.1671609259355327,-1.9968772662601477,-0.1364113321096569,-1.4858737529284811,0.5017657339822856,-1.848772391225382,-1.2814778995529612,-1.9346627786279689,-1.7588221433786266,0.07499853851273157
158,13.221944444444444,-2.2846188877524614,-1.7528310544041312,-1.1515125412919733,-1.9752456555116962,-1.8100812287865817,-1.943268559362841,-2.031654840063507,-0.012143547310370694,-1.9466971694415725,-1.3616625331104424,-0.7730946131051397,-1.5552814935999348,-2.3446124727838513,-2.1167730543929912,-1.7866656050429846,0.049344211029644994,-2.176172532162428,-1.4856234806065831,-0.7373101484054493,-2.020369741757394,-2.078564913417512,-1.6178895046713175,-1.7333391472506872,-2.19673416950864,-1.3286605516700059,-1.9383104065774688,-1.089249611530547,-2.432849854561275,-1.5855500494928165,-1.6402937573506724,-1.9035164306927241,-0.7641533932522081,-2.0626683116500764,-1.2804829074714204,-2.071864237510751,-1.8083219644137696,-0.07274661393624354,-1.492712819354037,0.7903896735949909,-2.01064006462282,-1.6983155291411056,-2.308333753620959,-1.9176759964523065,-0.04676090183097743
159,13.305277777777777,-1.9927605250096894,-1.8431535069257075,-1.31554283230947,-1.6808905526806481,-1.8188141789829142,-1.9444843468106032,-1.916759359909602,0.07899030655626639,-1.713860857891101,-1.7326078157996485,-0.555908205022486,-2.06061594357125,-2.394878241836111,-2.0866786758458153,-1.8354348004570376,0.22543040158404543,-2.0613829969761808,-1.425780527826183,-0.5079047949921366,-1.97243931833434,-2.055139906683468,-1.6841238993237577,-1.827303321818901,-1.953126074315274,-1.200379345557118,-2.0143707470552923,-0.8291411484490957,-2.347909209764672,-1.7003202501100887,-1.776494972490365,-2.155811903102977,-0.8778882623299255,-2.0839896539585303,-1.4369681917778476,-2.176627380236609,-1.6797891157533709,-0.03919092585841793,-1.529695542736019,0.5289611128036606,-1.6425743896992209,-1.7053903156370684,-1.7921377238924114,-1.926649632301622,-0.048593792752241585
160,13.38861111111111,-2.07133783401807,-1.5835645161075058,-0.789657190794637,-2.036586022040592,-1.9975437287542757,-1.9257058926284205,-1.5619397238957018,0.40994906946819987,-2.13146888673567,-1.4236501168185876,-0.6888444858608935,-1.5360158318178063,-2.1751911227557206,-1.8967085923457154,-1.5043006660313132,0.1313846418391869,-2.3370307050966685,-1.2660050304147805,-0.9186235748366945,-2.004463706633162,-1.8517304505184202,-1.5503582895323613,-1.5113531105218936,-1.959973107033032,-1.382180623613558,-2.0204944959822595,-1.009249067252582,-2.4731417462391994,-1.4651398886816267,-1.662792268613355,-1.9985545342369504,-0.9717302768984625,-2.0353464869937787,-1.343553879775723,-2.231450341181797,-1.551278823514414,0.19425553708124982,-1.5568212652132702,0.5074801831708451,-2.144575555500055,-1.4927008377307307,-1.8860739419957346,-1.7657424954485812,0.15949959273383865
161,13.471944444444444,-2.1603483009814712,-1.1640636128613175,-0.8938557011037833,-2.142332215081876,-1.8162707764480597,-1.6469335242336374,-1.627195949755102,0.04073329378336389,-2.0695187375262756,-1.4047889091409425,-0.7619032777803867,-1.771481008809914,-2.205551140257214,-2.236862319430356,-1.4232631056192566,-0.06279289583403973,-2.0131130618683697,-1.3762966458339665,-0.8594666390814117,-2.156443487209957,-1.978336764365014,-1.7865929822923685,-1.4354883174634647,-2.2272725442515293,-1.314063937732052,-1.9466816258157535,-0.7295729143441029,-2.438546537201936,-1.4000096278937306,-1.5691854963915934,-1.9017416783500833,-0.49567926608870766,-1.8767388393529296,-1.4202398476753015,-1.8863331082223873,-1.5427911914873018,-0.09240741941375757,-1.3240893308531811,0.7159470152823995,-1.726643750833589,-1.290245678136309,-2.2201416629414177,-1.8749540325684855,0.3375189823725732
162,13.555277777777777,-2.059789419419704,-1.484650330078997,-1.4581384480964719,-1.9781292835123563,-1.9449962182199367,-1.598167569141302,-1.622528055830284,-0.018656469324793576,-2.088007899014466,-1.0160236677764467,-0.7550844038535687,-1.7270113261257192,-2.1459583198589347,-2.0971393742154425,-1.4923220238321597,0.022897960650023984,-2.07962748017822,-1.4766550331780113,-0.6004341383120467,-1.8683792399341306,-1.9249590679264545,-1.672828284642001,-1.5297087479717373,-1.8250216703933502,-1.5060288416368985,-1.9529321097842256,-0.8801122365006072,-2.3941226588447,-1.4449301287409426,-1.395674507495993,-2.0553706972194217,-0.8197350600246197,-1.9681667405323304,-1.3770259721500477,-1.8312756700418469,-1.8043263240173726,0.2308200111062773,-1.3314990856518962,0.4443617387475067,-1.9587791642706385,-1.5280234235922667,-1.6343401441969283,-1.824283692489832,-0.16453589532990395
163,13.63861111111111,-2.1096586901685472,1.0546757973673755,-1.1325055171356357,-1.9939773792572848,-1.9637209480340327,-1.8094083549643105,-1.6779360610728955,0.12178033013275304,-2.0069338671524215,-1.4373538697705706,-0.3783876880655684,-1.42260663645105,-2.1164126878831415,-2.0575392753949138,-1.5914773260391122,0.1484573830915928,-2.4065713804554774,-1.1770798531737146,-0.7515262225579781,-2.0902715439884094,-2.1015975811662773,-1.89906450366265,-1.4540142085990322,-2.133217777714104,-1.0480748908838757,-1.7892459218871266,-0.9908665808729459,-2.5998691903342523,-1.6399020505260822,-1.512259154596517,-1.8694389601434465,-0.7438974898233611,-1.8296302209275603,-1.1239121303364894,-1.716278016130999,-1.395884326004781,-0.06606236416290029,-1.2990498775338866,0.582724482198689,-1.8809819841446689,-1.4660326648615087,-1.7386686456865468,-1.6337309261943922,-0.06666531110708591
164,13.721944444444444,-2.049953621379817,-1.066084767374084,-1.2169569940875622,-1.8498766544592908,-2.0024458576628583,-1.9606562094132218,-1.6334199850434712,-0.17795575903938976,-1.9362941450927826,-1.0887789942047825,-0.8118129553141344,-1.6582667935795568,-2.156914271455961,-1.7180615432407769,-1.4907289183671686,-0.0061144569943144995,-2.193942190672021,-1.37757076818061,-0.49274304129202356,-1.5721209778686946,-1.818252524308679,-1.7353019464784647,-1.5884045071220765,-2.111858166302407,-1.33020164286041,-1.685623036895177,-0.9518354949857574,-2.3557852138122746,-1.4749260508601267,-1.3889392913620033,-2.1539438439419936,-0.698166387595201,-1.831129311833285,-1.3208981998344282,-1.931340136788051,-1.5074653029046967,-0.08305473727936613,-1.1867410563523864,0.6910353732918291,-1.733252398551756,-1.3642719967311412,-1.8631264297916934,-1.4932951868172104,0.011130465068207068
165,13.805277777777777,-2.2306717285212048,-1.5569315631355403,-0.961492965321904,-1.8058272614783388,-1.8411718366873042,-1.9019114602963814,-1.5889798479119261,0.03213581077897011,-2.056086243188853,-1.290298522196347,-0.8753600314095096,-1.8739916524125275,-2.3974630985072882,-1.968705699603118,-1.660076707701038,0.2591826116219487,-1.9017373463419915,-1.1881274421906685,-0.3940847434306894,-1.5139281193842626,-1.9849241178381365,-1.4615409202568155,-1.5128794525418794,-2.000940144079844,-1.3924086567853715,-1.8720634303500645,-0.7930185267375257,-2.261869814395161,-1.4300027856624027,-1.45571477246035,-2.248882732956366,-0.9225415864435506,-1.79266404544345,-1.2879840587065954,-1.986462023118505,-1.4690693607270386,0.15984270044494325,-1.234571973889186,0.5792945387060693,-1.7355905953506443,-1.4827400180125854,-1.7377127613506806,-1.6029759296466644,-0.11114883601622567
166,13.88861111111111,-2.001810534376378,-0.967864130729074,-1.0561135177116032,-2.0718293528919216,-2.059899772496616,-1.6931744355199985,-1.7546156704571243,0.052055586023601066,-2.2763076789945367,-1.0819119368985164,-0.7790287430746006,-1.499781068959109,-1.958059197771022,-1.7594712679102265,-1.5695206016833516,-0.11565124011528731,-2.1399542905220583,-0.9687495408286314,-0.6555514773338095,-1.9256935456575823,-1.7916125824997553,-1.4577817322079833,-1.577438855083754,-2.080461026801042,-1.374695493709262,-1.9385670785646283,-0.6744152244006464,-2.208122080174255,-1.195132909160499,-1.6425854535583928,-2.0642530190494366,-0.6070229204650915,-1.8542344548511716,-1.2051695854790379,-1.7116436670353459,-1.6006966060366405,-0.26737024155580696,-1.312541983854513,0.3975021041440138,-1.6379967621627578,-1.5914353315416254,-1.7424269076587982,-1.6127726121242354,-0.263503482812054
167,13.971944444444444,-2.153367569045091,-1.278882012946857,-1.1808187386329312,-1.7778830814948319,-1.7986305502885027,-1.5344454630878406,-1.1703274740670193,0.021804111945800245,-2.136955977264146,-1.23361872350038,-0.7228189179448308,-1.6356349003361996,-1.9087025987847575,-1.9203577731684738,-1.459060508714672,-0.09061584154702367,-2.148590473811356,-1.2094367313517782,-0.5171433908049968,-1.677417833124496,-1.8383181392990937,-1.4540246895853026,-1.3220825261973328,-2.340418138053546,-1.3270617165140743,-1.8751339586228795,-0.8560251366213115,-2.334541102215744,-1.470317073890108,-1.2995511913219777,-2.050052101605308,-0.6316102247494443,-1.8058405740487211,-1.142454659140864,-1.9368850612588482,-1.6823471459533348,-0.27469375310128624,-1.140650441887371,0.4356581943314845,-1.9004710863719516,-1.5503565441783071,-1.5472681384682991,-1.7526846938448166,-0.20593374301033282
168,14.058055555555557,-2.29534036994298,-1.3499847545611965,-1.465608715965553,-1.673988600299293,-1.4773650530690172,-1.4857248711017152,-1.2961152807388001,0.17138193261242185,-2.0880286699527155,-1.1854183692269182,-0.8367303845681378,-1.2815530047683266,-1.7393933318901567,-2.08136474196233,-1.4086963379532882,0.08428897770044948,-2.3476433543514075,-1.1801886826499899,-0.7288606310912163,-1.6391015575340353,-1.805041009502094,-1.4702700996850449,-1.5268102785565514,-2.3308088092580403,-1.189506889913397,-1.4217640483798248,-0.7378478124195019,-2.3211259745607355,-1.2655559306953492,-1.4066118434158843,-2.246277387529693,-0.5563033353795462,-1.7774824379276077,-1.2198391591443536,-1.5721861993166464,-1.3740210881517694,-0.21212802326506347,-1.4888967055552174,0.7337629330177047,-2.2130137551249764,-1.4095022668070745,-1.232235725988405,-1.262711636556464,0.14156011645842295
169,14.141388888888889,-2.007726481801629,-0.6011719023243437,-1.2904835380924542,-1.7601460625349827,-1.8361041616525806,-1.5470129877609426,-1.4919791130786249,-0.15921040909399886,-2.5095232962157845,-1.2473103633390203,-0.7407629724050893,-1.7175352415879528,-1.7201314282325917,-2.1524917024544385,-1.5884279993153292,0.19906338771553683,-2.3371103978261827,-1.4010050652457753,-0.46070334488303694,-1.7207452939484986,-1.7117814146352717,-1.4465182698465564,-1.481621926059658,-2.2216303796680945,-1.322030580452357,-1.7284573264616625,-0.6998828011891326,-2.257875794225064,-1.300850128728463,-1.4137672685039424,-2.1629262912497094,-0.6811020894314269,-1.6991600822785295,-1.0273229654048888,-1.9575470755437572,-1.5957185408614318,-0.31967324037451034,-1.2272801343541433,0.40181644297517866,-1.2356249553310341,-1.458871114336525,-1.817328944885306,-1.6928529041605493,0.04897782942440314
170,14.22472222222222,-2.450523456668637,-1.1324430049686407,-1.145443293899925,-1.6863556216488402,-1.6248487546620634,-1.2283101413627466,-1.3379189943018415,0.1500276285244576,-2.281437402409504,-1.2592941971334235,-0.7449165118288434,-1.453581471235182,-1.800916919761321,-2.0437381843855014,-1.4182554034748172,-0.006292441698807428,-2.2569890774621397,-1.351885551294308,-0.3826716783145874,-1.6723496167435192,-1.7685395764855971,-1.4027695074521982,-1.2065172838291556,-2.2428801963703036,-1.034632356507566,-1.6352137722656692,-0.49212965269798226,-1.9347896611995656,-0.9362003154499307,-1.251017326248881,-2.069996234713818,-0.7160063249742522,-1.5808735437913464,-1.1049059583010004,-1.8929676850826376,-1.2374396128667993,-0.11732959201095822,-1.1658000897087932,0.6098188459998435,-1.2883048736620573,-1.308461705699735,-0.982547072282218,-1.363107962711684,0.01631913047826698
171,14.308055555555557,-2.3737288539076107,-0.7937976132065693,-1.0004880727776513,-1.7126174313054148,-1.63359970852873,-1.5396166603021217,-1.293934948232899,0.09909658598151573,-2.143768542090536,-0.9413693639427642,-0.5391908341250329,-1.5196915552578643,-1.6517498392295387,-1.4151037190743643,-1.2381784618635983,-0.04177834102475579,-2.377276874028058,-0.8628298145832706,-0.4447657769635574,-1.5339150996080255,-1.605315717100456,-1.259024119927282,-0.9214961682120002,-2.4245556142842686,-1.2073117882873214,-1.6820333659602198,-0.7645879170874955,-2.081866678449834,-0.9816071366286466,-1.2683618773124683,-2.107484647392118,-0.8910158810703949,-1.522622860055156,-1.1125880186743555,-1.508448023882962,-1.1191844135072042,0.15490273499038937,-1.074455934972403,0.487770262910818,-1.4210536965525058,-1.3282726638540017,-1.7678893877591995,-0.9834762804177224,-0.17641624502876016
172,14.391388888888889,-2.1773402401980237,-0.5652352797305206,-0.9356179646186522,-1.768931645386385,-1.4123578974921809,-1.3409328730717138,-1.3000269993053135,-0.022002997393724896,-1.7765142760161245,-1.0635353591356513,-0.7735857714919476,-1.495865356311654,-1.642630220194193,-1.8365878394180704,-1.138197086671355,-0.04739414102988697,-2.337971275835332,-1.333837530532995,-0.41698578585107576,-1.3154423155441342,-1.6821100587877882,-1.6052824147401945,-1.0865583967793082,-2.196653996162591,-1.0100684478312951,-1.4489160884847905,-0.5872571448731626,-2.1391059519163695,-1.1470712363415672,-1.2058007833554532,-2.2253889662759487,-0.5161305977752947,-1.684408069558179,-0.950369027829819,-1.6239880887019205,-1.1509530526768028,-0.10297644545941592,-1.3032470354267192,0.12567081355071624,-1.5938716101996,-1.078302615780935,-1.2733551733534247,-1.1039573276398364,-0.07922856098467308
173,14.47472222222222,-2.291355189535469,-0.976755559213094,-0.9108330598192058,-1.3552984179911047,-1.5811241936003835,-1.4422591082620702,-1.3061951725617829,0.10672941654344704,-2.0396721721441886,-1.0457916801164893,-0.9281011570403692,-1.4521027381599223,-1.5735580970162324,-1.8381900798916724,-1.1983111908455875,-0.04313967276715751,-2.2290697787375846,-0.9249083761964617,-0.739331849441904,-1.726931836867282,-1.55892282411607,-1.2915446994022584,-1.061703788326552,-2.3591727125909,-1.1229019090108716,-1.5258619215499862,-0.36013688694423174,-2.136506590514606,-1.14259325697396,-1.103333907037477,-2.0737066358782723,-0.5813503161375381,-1.266229211687891,-0.8582488675353058,-1.4395878771039599,-1.3227456408247544,-0.0009673187032718751,-1.1221727582822014,0.41352061678536617,-1.4067588005630547,-1.218550192486426,-1.1689437135589478,-1.224550576892387,0.02788191948290956
174,14.558055555555557,-2.10577128323138,-1.1883580083068261,-0.82613344927905,-1.5617179034361581,-1.489899466709782,-1.2835956945614473,-1.2624394936540253,0.3052943647533818,-2.0632398056330694,-0.8881378263255989,-0.6627368247937071,-1.1584035656737652,-1.6045335048603,-1.8999099765483556,-1.0685206880916247,0.11098523242523235,-2.180569886131127,-1.116042030259243,-0.4918041116443211,-1.438384235206245,-1.5157542359140623,-1.3378112814678995,-0.7169321628735457,-2.262109141987774,-1.0858117475288873,-1.292870847637485,-0.5732266945637569,-1.9640677061346343,-1.0081738392193884,-1.180961112017268,-2.092435108233337,-0.8066748781989831,-1.5380863267309104,-0.9462274200218953,-1.6252473874609301,-1.324562288955084,-0.20907006933803712,-1.0612324726777702,0.5613197905040475,-1.3297154533653532,-1.3790140290008215,-0.9846542953267792,-0.825255502843067,-0.07508506599294991
175,14.641388888888889,-2.3205861099132252,-1.510042185644371,-1.021519224401155,-1.818190256255559,-1.6386845844852285,-1.4749429607558031,-1.328759988842958,0.04369238301196056,-2.1172147588417354,-1.1705732992391895,-0.8774926096878872,-1.2347677048321797,-1.6955564796951001,-1.5017470670195059,-0.9988254928727123,-0.05501925707622839,-2.3724691089544647,-1.037238173039518,-0.7344027158101275,-1.479800081502946,-1.272604517271151,-0.9940824685344505,-1.3022433416644201,-2.2154606706048225,-1.128797540919785,-1.4899428500001164,-0.38652611936875225,-2.0417884136416466,-0.6638136220795802,-1.138682262952482,-2.2015718428968736,-0.5421041269944525,-1.2599794558731554,-1.054304567983817,-1.3709666189520953,-1.14640310862662,0.0027151187857610884,-1.2304255496809988,0.28906845161920475,-1.2827417540915043,-1.2396927643785678,-0.8204862080649227,-0.8560715823127687,-0.138129779018597
176,14.72472222222222,-2.1957972655244222,-1.1018076518384328,-0.9969904770918934,-1.364715631200721,-1.517480412399787,-1.246301235728956,-1.4751566849985207,-0.1180759940893784,-2.051594621329779,-0.8130976023693485,-0.8223683475714794,-1.3511950227216827,-1.4266270582930225,-1.7737008905146303,-1.0592255204098968,0.08884702681958963,-2.2347649656887425,-1.2884964864880348,-0.5171278047346638,-1.391179946012658,-1.5094738915371866,-1.1503585682423743,-1.2076371471675298,-2.299224692526688,-0.8918588685494423,-1.3370779126618089,-0.4600347133699777,-2.059667830875518,-1.0895132428646335,-1.1064972254998044,-2.0411143069461897,-0.8976379065520989,-1.491908641199563,-1.0224801945784887,-1.4167455715640493,-1.1782682119531582,0.1343880625635619,-1.0397513622879986,0.176766716066812,-1.5358378879892178,-1.230585041698625,-1.8764387436384047,-0.8269982942757288,-0.11125248043985765
177,14.808055555555557,-2.1714023533243707,-1.2936539694817861,-0.6725472997609732,-1.2512941832405144,-1.6962878137351634,-1.2576708484624735,-0.9116296095998248,-0.12001023314361468,-2.42637698985727,-0.8257102412640996,-0.5373638752054675,-1.2776853875367775,-1.467745278230425,-1.975770987821233,-1.039720686681975,-0.11741574808153026,-2.4174549823573726,-1.0398166541882776,-0.5499795206568271,-1.5625243983039516,-1.4663625823224495,-1.016639888274987,-0.9431134030756407,-2.3633986096709334,-0.9749953116154667,-1.5142760204175232,-0.41375202895203167,-2.1377050786510585,-1.0252733371927505,-0.9144058663147623,-2.2510599749798867,-0.7132760618930903,-1.4638739256944058,-0.9307541834263272,-1.4225842460907494,-1.3101577116034004,0.08594857963702213,-1.0692092854234803,0.1044146988060854,-1.5890040400687873,-1.021689508064107,-0.5425111963691924,-0.9280351198592776,-0.31445343034188383
178,14.894166666666663,-2.4673989838885038,-1.4755807031472352,-0.9181897853214398,-1.5079260675611406,-1.2051076495812463,-1.0790521280356333,-0.9481787907350533,0.0478901980718144,-2.2415594683848874,-0.9084107235073681,-0.8324790302636089,-1.1842386685795672,-1.4189111778874952,-1.69795690130506,-0.9003109084257381,-0.04380741425908134,-2.1505366925263614,-0.9411983613561777,-0.6029580052591049,-1.3138340072586507,-1.5032708134977102,-1.1829267363588012,-0.8486719343057683,-2.217979831788152,-0.7782064531468588,-0.9215371588334136,-0.8076776188734264,-2.085899280757949,-0.9010945389904991,-1.2524080530520612,-2.2514063291180033,-0.6490184390318136,-1.2558753532411282,-0.7891264186110302,-1.1984826441334768,-0.68207172080084,-0.3326035116061065,-0.9687986959407029,0.36201251381949734,-1.482240395103205,-1.093004814602502,-0.9487028630360916,-0.859181542344249,-0.1977328880492296
179,14.9775,-2.3737847751080525,-1.1575874193876439,-0.7639180271896553,-1.4746114395662286,-1.3839407788364138,-1.3104454036255422,-1.0748042571015302,0.07562583059511731,-2.057139668073925,-0.9411985587188191,-0.9677136513320435,-1.080854736259951,-1.4901247964482855,-1.5402581749099062,-0.9809961031357239,-0.010327804477785852,-2.274007637304055,-0.9526412948403821,-0.4560633996673365,-1.435109341071824,-1.0601988091942363,-1.1492194202631292,-0.8743125669992349,-2.3029657764620124,-1.0614918780042695,-1.188861314246705,-0.32181103626645247,-1.8242495639607261,-0.8469774804926048,-0.9105036543651968,-2.3221508590021696,-0.8348648849757653,-1.3879129686222649,-0.8475967846793789,-1.1344407681009578,-0.8640103533240246,-0.25126839203194334,-1.1685189726215102,0.34956027411302076,-1.3155471376280026,-1.0245296164656357,-0.9950130428751172,-1.1004370471645366,-0.4010911121260237
180,15.060833333333331,-2.390557352190402,-1.1296736867359607,-1.1897321192852903,-1.551350454876808,-1.2927880582073878,-1.1318510045070045,-1.051506038005638,-0.2068028057200143,-2.3631152072862087,-0.7540732585542095,-0.653067577909549,-0.8775334620955417,-1.481386173900703,-1.722674354157744,-0.7717761890642556,-0.07697675178787115,-2.45786536534128,-0.9041451431221138,-0.6792958444511689,-1.4863509672518254,-1.0471467938037793,-0.8555182478004819,-0.8900351285217294,-2.1683538691090787,-0.9148511728798009,-1.2162484737657422,-0.23615183463728254,-1.6527550579987382,-0.8329227922421368,-0.7086925399067459,-2.4332910617952788,-0.6508152477256105,-1.2899868175196951,-1.0161651666412834,-1.0504586212092442,-1.22597372350622,-0.16004624176043775,-0.9083694961763884,0.49705809171583243,-1.1089244519414059,-0.8862625728296014,-0.6714410375790598,-1.1418011219073385,-0.07452836037562223
181,15.144166666666663,-2.36771434765885,-0.8718390757051587,-0.7156321560314982,-1.3181432693313124,-1.28165034220937,-1.0532692600526647,-0.8482841633629302,0.42060481779573655,-2.30948371158406,-0.9170343367050385,-0.7685406504074834,-1.3142747187118429,-1.1426953510365514,-1.7452049861486905,-0.9326510852216792,0.15624591047520303,-2.1321074328313214,-0.8157095963152504,-0.602655479623572,-1.2775594526203113,-1.2941149919785349,-0.8818235268262735,-0.6958394474631842,-2.19414154297895,-0.9182839262972006,-1.1336986252699404,-0.47069956786590617,-1.8814148955862526,-0.5889311030902961,-1.0469745803283208,-2.5348244421818205,-0.9368693762751904,-1.3420969465143224,-0.6548314499698019,-1.0765362074817653,-0.8679619462357007,-0.2589372401654772,-0.9383496492443131,0.4245060776805369,-1.0923725221042708,-1.1582023468948326,-1.4379861512977092,-0.6432732563132397,-0.20804488984081945
